Using the default schema relations
Assuming rdf:type as type relation
Warning: Both -mins and -minhc are set but only the default pruning metric will be used
Loading files... 
  Starting robokop-biolink3-augmented.txt
  Finished robokop-biolink3-augmented.txt, still running: 0
Loaded 19034719 facts in 1 min, 26 s using 10156 MB
Using HeadCoverage as pruning metric with minimum threshold 0.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  abundance_biolink:affects  ?a  ?a  biolink:binds  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000155921	0.655172414	0.678571429	57	87	84	?a
?a  biolink:binds  ?b  ?b  biolink:related_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?b  abundance_biolink:affects  ?a  ?a  biolink:interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00018054	0.4125	0.44295302	66	160	149	?a
?b  abundance_biolink:affects  ?a  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000123096	0.205479452	0.231958763	45	219	194	?a
?b  abundance_biolink:affects  ?a  ?a  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000049238	0.461538462	0.473684211	18	39	38	?a
?b  abundance_biolink:affects  ?a  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000123096	0.215311005	0.244565217	45	209	184	?a
?b  abundance_biolink:affects  ?a  ?a  biolink:directly_physically_interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001135217	0.359307359	0.399422522	415	1155	1039	?a
?b  abundance_biolink:affects  ?a  ?a  activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.666666667	0.666666667	2	3	3	?a
?b  decreased_activity_or_abundance_biolink:affects  ?a  ?b  increased_transport_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.003223207	0.013605442	4	1241	294	?a
?b  abundance_biolink:affects  ?a  ?a  upregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.6	0.6	3	5	5	?a
?b  abundance_biolink:affects  ?a  ?a  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.2	0.2	1	5	5	?a
?b  abundance_biolink:affects  ?a  ?a  activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.666666667	0.666666667	2	3	3	?a
?b  abundance_biolink:affects  ?a  ?a  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.7	0.7	7	10	10	?a
?b  biolink:related_to  ?a  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.333333333	0.5	2	6	4	?a
?a  biolink:interacts_with  ?b  ?b  biolink:related_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.003021148	0.25	1	331	4	?a
?b  abundance_biolink:affects  ?a  ?a  biolink:related_to  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.5	0.5	2	4	4	?a
?b  biolink:related_to  ?a  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?b  abundance_biolink:affects  ?a  ?b  biolink:related_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?b  biolink:related_to  ?a  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?a  biolink:directly_physically_interacts_with  ?b  ?b  biolink:related_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.006622517	0.333333333	1	151	3	?a
?a  decreased_molecular_interaction_biolink:affects  ?b  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000051974	0.25	0.292307692	19	76	65	?a
?b  biolink:directly_physically_interacts_with  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000290867	0.002439024	1	3438	410	?a
?a  increased_activity_or_abundance_biolink:affects  ?b  ?a  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.090909091	0.105263158	2	22	19	?a
?a  increased_activity_or_abundance_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000229779	0.176842105	0.21761658	84	475	386	?a
?a  biolink:interacts_with  ?b  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000703014	0.19425548	0.344042838	257	1323	747	?a
?a  decreased_molecular_interaction_biolink:affects  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000051974	0.25	0.292307692	19	76	65	?a
?a  biolink:interacts_with  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000703014	0.19469697	0.345430108	257	1320	744	?a
?a  increased_activity_biolink:affects  ?b  ?a  increased_expression_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.375	0.428571429	3	8	7	?a
?a  increased_activity_biolink:affects  ?b  ?a  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.090909091	0.105263158	2	22	19	?a
?a  increased_abundance_biolink:affects  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.375	0.428571429	3	8	7	?a
?a  biolink:related_to  ?b  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.045454545	0.05	3	66	60	?a
?a  activity_biolink:affects  ?b  ?a  biolink:directly_physically_interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000062916	0.575	0.58974359	23	40	39	?a
?a  activity_biolink:affects  ?b  ?a  biolink:related_to  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000131302	0.484848485	0.489795918	48	99	98	?a
?a  biolink:interacts_with  ?b  ?a  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000068387	0.454545455	0.510204082	25	55	49	?a
?a  decreased_molecular_interaction_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00003009	0.458333333	0.458333333	11	24	24	?a
?a  biolink:related_to  ?b  ?a  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.1	0.1	1	10	10	?a
?a  activity_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000032826	0.8	0.8	12	15	15	?a
?a  decreased_degradation_biolink:affects  ?b  ?a  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.5	0.5	1	2	2	?a
?a  downregulated_biolink:regulates  ?b  ?a  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.166666667	0.166666667	1	6	6	?a
?a  increased_activity_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000218837	0.17699115	0.220385675	80	452	363	?a
?a  biolink:related_to  ?b  ?a  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.008547009	0.5	1	117	2	?a
?a  biolink:related_to  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.073170732	0.085714286	3	41	35	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000035561	0.65	0.65	13	20	20	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  decreased_molecular_modification_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  upregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000071122	0.577777778	0.577777778	26	45	45	?a
?a  biolink:decreases_response_to  ?b  ?a  biolink:directly_physically_interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?a  downregulated_biolink:regulates  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.333333333	0.333333333	1	3	3	?a
?a  biolink:interacts_with  ?b  ?a  upregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.666666667	0.666666667	2	3	3	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.003003537	0.243189369	0.278115502	1098	4515	3948	?a
?a  biolink:decreases_response_to  ?b  ?a  biolink:related_to  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?a  increased_expression_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.166666667	0.166666667	4	24	24	?a
?a  increased_transport_biolink:affects  ?b  ?a  upregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.583333333	0.583333333	7	12	12	?a
?a  biolink:interacts_with  ?b  ?a  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.25	0.3	3	12	10	?a
?a  increased_abundance_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.166666667	0.166666667	4	24	24	?a
?a  biolink:interacts_with  ?b  ?a  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.2	0.2	1	5	5	?a
?a  biolink:affects_response_to  ?b  ?a  biolink:increases_response_to  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.009933775	0.042253521	3	302	71	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  biolink:related_to  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.019230769	0.375	3	156	8	?a
?a  biolink:increases_response_to  ?b  ?b  decreased_activity_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.009661836	0.037037037	2	207	54	?a
?a  decreased_degradation_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.25	0.333333333	1	4	3	?a
?a  biolink:affects_response_to  ?b  ?b  decreased_activity_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.003921569	0.017857143	1	255	56	?a
?a  biolink:interacts_with  ?b  ?a  increased_metabolic_processing_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?a  increased_metabolic_processing_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.333333333	0.333333333	1	3	3	?a
?a  biolink:interacts_with  ?b  ?a  increased_expression_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.2	0.2	1	5	5	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  biolink:directly_physically_interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000062916	0.575	0.58974359	23	40	39	?a
?b  decreased_activity_biolink:affects  ?a  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.02173913	0.2	1	46	5	?a
?a  biolink:interacts_with  ?b  ?a  biolink:related_to  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.006042296	0.5	2	331	4	?a
?a  biolink:interacts_with  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000281753	0.323899371	0.356401384	103	318	289	?a
?b  biolink:enables  ?f  ?f  biolink:has_input  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000054709	0.000181508	0.013080445	20	110188	1529	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  biolink:related_to  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.5	1	1	2	1	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000032826	0.631578947	0.8	12	19	15	?a
?f  biolink:affects  ?a  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000051862	0.005434783	1	19282	184	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  biolink:interacts_with  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00003009	0.113402062	0.379310345	11	97	29	?a
?b  biolink:expressed_in  ?f  ?f  biolink:related_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000043767	0.000009014	0.000529784	16	1775094	30201	?a
?b  biolink:expressed_in  ?f  ?f  biolink:has_part  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000000113	0.04	1	8840731	25	?a
?b  biolink:genetic_association  ?f  ?a  biolink:positively_correlated_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00233882	0.003567807	0.005071596	855	239643	168586	?a
?a  biolink:contributes_to  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.023620712	0.002767266	0.004068237	8635	3120408	2122541	?a
?a  biolink:affects  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000971089	0.004136951	0.006144952	355	85812	57771	?a
?b  biolink:genetic_association  ?f  ?a  biolink:negatively_correlated_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000366552	0.002961719	0.004077038	134	45244	32867	?a
?a  biolink:biomarker_for  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.01459854	0.315789474	6	411	19	?a
?b  biolink:genetic_association  ?f  ?a  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?b  biolink:genetic_association  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?b  biolink:genetic_association  ?f  ?a  decreased_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	1	1	1	1	1	?a
?b  biolink:affects_response_to  ?f  ?f  biolink:similar_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000500589	0.027668582	0.033813747	183	6614	5412	?a
?b  biolink:affects_response_to  ?f  ?f  biolink:related_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000041032	0.001093613	0.009041591	15	13716	1659	?a
?b  biolink:affects_response_to  ?f  ?f  biolink:has_part  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.016042781	0.105263158	6	374	57	?a
?b  biolink:genetic_association  ?f  ?a  biolink:treats  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.026941562	0.003143579	0.004572383	9849	3133053	2154019	?a
?b  biolink:affects_response_to  ?f  ?a  biolink:has_part  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.007106599	0.067961165	7	985	103	?a
?b  biolink:affects_response_to  ?f  ?a  biolink:similar_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000585389	0.035383598	0.047703968	214	6048	4486	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  biolink:increases_response_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001797198	0.004591516	0.00539524	657	143090	121774	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001840966	0.003551826	0.003981047	673	189480	169051	?a
?b  biolink:affects_response_to  ?f  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000186011	0.00289818	0.023968981	68	23463	2837	?a
?f  biolink:decreases_response_to  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001788992	0.005181388	0.005906152	654	126221	110732	?a
?a  biolink:correlated_with  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000828845	0.00033117	0.001760829	303	914937	172078	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_activity_or_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000071122	0.000580837	0.001392087	26	44763	18677	?a
?a  biolink:contraindicated_for  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.010495967	0.00268935	0.003310176	3837	1426739	1159153	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000054709	0.000418611	0.000545822	20	47777	36642	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_transport_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000051974	0.001701747	0.002453196	19	11165	7745	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00006018	0.000201842	0.000298893	22	108996	73605	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_transport_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00012036	0.000902972	0.00116396	44	48728	37802	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000049238	0.000576831	0.001740476	18	31205	10342	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000038296	0.001221854	0.001581028	14	11458	8855	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000038296	0.000969999	0.001171352	14	14433	11952	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000035561	0.001055109	0.001241643	13	12321	10470	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  transport_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000024619	0.00073141	0.001048462	9	12305	8584	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000049238	0.000576831	0.001740476	18	31205	10342	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.000589536	0.000959463	8	13570	8338	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_activity_or_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000024619	0.001171875	0.002114662	9	7680	4256	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.000918274	0.002125721	7	7623	3293	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_molecular_interaction_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.001909438	0.002853649	7	3666	2453	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.002705837	0.003701745	7	2587	1891	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.001017294	0.002151309	6	5898	2789	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_synthesis_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.001017294	0.002151309	6	5898	2789	?a
?b  biolink:genetic_association  ?f  ?a  biolink:has_adverse_event  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.015138045	0.002057944	0.002561271	5534	2689091	2160646	?a
?a  biolink:ameliorates  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.02141593	0.002882443	0.004283512	7829	2716099	1827706	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.001011122	0.001115449	4	3956	3586	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  uptake_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.002111932	0.002973978	4	1894	1345	?a
?f  activity_biolink:affects  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.000960615	0.003797468	3	3123	790	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  biolink:related_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.000012481	0.004689332	4	320493	853	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_activity_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.001683502	0.00204499	3	1782	1467	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  localization_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.00199071	0.013824885	3	1507	217	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_molecular_interaction_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.001085776	0.002580645	2	1842	775	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  secretion_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.003333333	0.004640371	2	600	431	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001299344	0.000063154	0.004647522	475	7521298	102205	?a
?a  biolink:causes  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.014946563	0.002286662	0.002545555	5464	2389509	2146487	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_molecular_modification_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000861326	0.001574803	1	1161	635	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_degradation_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000388954	0.00053135	1	2571	1882	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  biolink:homologous_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.000001929	0.000632644	3	1555006	4742	?a
?f  activity_or_abundance_biolink:affects  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001304815	0.000063394	0.004631742	477	7524387	102985	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  increased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.009557703	0.00119553	0.004676425	3494	2922554	747152	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  decreased_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.007254444	0.023284809	0.023284809	2652	113894	113894	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.007254444	0.023286035	0.023286035	2652	113888	113888	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  biolink:genetically_interacts_with  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000000103	0.000025763	1	9667803	38816	?a
?a  biolink:binds  ?f  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.0064256	0.003861334	0.00759204	2349	608339	309403	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  increased_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.005637787	0.009090989	0.009393587	2061	226708	219405	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.005637787	0.009092874	0.0093956	2061	226661	219358	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.005096165	0.000684358	0.003364893	1863	2722261	553658	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.002390794	0.007115352	0.00826165	874	122833	105790	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.002300523	0.000699555	0.001533055	841	1202193	548578	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  biolink:physically_interacts_with  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.00000021	0.000080442	4	19051831	49725	?a
