Using the default schema relations
Assuming rdf:type as type relation
Warning: Both -mins and -minhc are set but only the default pruning metric will be used
Loading files... 
  Starting robokop-biolink3-augmented.txt
  Finished robokop-biolink3-augmented.txt, still running: 0
Loaded 19034719 facts in 1 min, 26 s using 10156 MB
Using HeadCoverage as pruning metric with minimum threshold 0.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  biolink:physically_interacts_with  ?f  ?a  decreased_secretion_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000404848	0.002620257	0.00308494	148	56483	47975	?a
?b  biolink:physically_interacts_with  ?f  ?a  decreased_degradation_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000248927	0.002282361	0.002907348	91	39871	31300	?a
?a  biolink:coexpressed_with  ?f  ?b  increased_transport_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000038296	0.000000492	0.00005969	14	28445005	234544	?a
?b  biolink:physically_interacts_with  ?f  ?a  increased_mutation_rate_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000232514	0.00282561	0.00543374	85	30082	15643	?a
?b  biolink:physically_interacts_with  ?f  ?a  decreased_localization_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000155921	0.002992126	0.003668898	57	19050	15536	?a
?b  biolink:physically_interacts_with  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001075036	0.000302152	0.000666121	393	1300672	589983	?a
?a  activity_biolink:affects  ?f  ?b  biolink:physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000144979	0.004242376	0.009233449	53	12493	5740	?a
?a  biolink:decreases_response_to  ?f  ?b  biolink:physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000139509	0.003401361	0.004123545	51	14994	12368	?a
?b  biolink:physically_interacts_with  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000125831	0.000962847	0.001101796	46	47775	41750	?a
?b  biolink:physically_interacts_with  ?f  ?a  decreased_molecular_modification_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000103948	0.003433942	0.003543454	38	11066	10724	?a
?b  biolink:physically_interacts_with  ?f  ?a  increased_molecular_modification_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000082064	0.002337177	0.00253936	30	12836	11814	?a
?b  biolink:physically_interacts_with  ?f  ?a  increased_metabolic_processing_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000027355	0.000721033	0.001380453	10	13869	7244	?a
?a  biolink:increases_response_to  ?f  ?b  biolink:physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000024619	0.001711027	0.001918977	9	5260	4690	?a
?b  biolink:physically_interacts_with  ?f  ?a  decreased_metabolic_processing_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000825423	0.000886132	2	2423	2257	?a
?a  activity_or_abundance_biolink:affects  ?f  ?b  biolink:physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000144979	0.004242376	0.009233449	53	12493	5740	?a
?b  biolink:physically_interacts_with  ?f  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00023525	0.00003002	0.004370807	86	2864797	19676	?a
?b  biolink:physically_interacts_with  ?f  ?a  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.095735689	0.001882348	0.001882348	34998	18592734	18592734	?a
?b  biolink:physically_interacts_with  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.093366779	0.001848625	0.001848625	34132	18463453	18463453	?a
?f  biolink:similar_to  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.02970297	0.041666667	6	202	144	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  biolink:physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.003337263	0.000064035	0.003662168	1220	19052218	333136	?a
?f  biolink:homologous_to  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.000001011	0.000129282	4	3957179	30940	?a
?f  biolink:genetically_interacts_with  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.000000281	0.000035512	3	10679380	84478	?a
?f  biolink:biomarker_for  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000100604	0.004219409	1	9940	237	?a
?f  biolink:contributes_to  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000007209	0.000477555	1	138717	2094	?a
?f  biolink:directly_physically_interacts_with  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000024619	0.000000533	0.000090957	9	16882108	98948	?a
?a  biolink:similar_to  ?f  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000046503	0.065384615	0.078703704	17	260	216	?a
?f  biolink:physically_interacts_with  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.000000431	0.000067654	8	18577533	118248	?a
?f  biolink:regulates  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.000000214	0.000035759	3	13986792	83896	?a
?a  biolink:interacts_with  ?f  ?b  biolink:physically_interacts_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001534594	0.000018231	0.001943012	561	30771634	288727	?a
?f  biolink:interacts_with  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000093006	0.000000801	0.000058831	34	42438599	577930	?a
?a  biolink:homologous_to  ?f  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.000001011	0.000129282	4	3957179	30940	?a
?a  biolink:regulates  ?f  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.000000663	0.000058967	6	9056218	101752	?a
?a  biolink:genetically_interacts_with  ?f  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.000000737	0.000045714	3	4069615	65625	?a
?a  biolink:biomarker_for  ?f  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000275786	0.004219409	1	3626	237	?a
?a  biolink:physically_interacts_with  ?f  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.00000043	0.000064407	8	18592734	124211	?a
?a  biolink:contributes_to  ?f  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000135722	0.000477555	1	7368	2094	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.000000497	0.00000162	7	14084143	4321543	?a
?a  biolink:interacts_with  ?f  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000087535	0.000000973	0.000013402	32	32879898	2387722	?a
?f  biolink:homologous_to  ?a  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.000001016	0.000129988	4	3938070	30772	?a
?f  biolink:physically_interacts_with  ?a  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.000000379	0.000059435	7	18448262	117776	?a
?f  biolink:biomarker_for  ?a  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000101595	0.004329004	1	9843	231	?a
?f  biolink:directly_physically_interacts_with  ?a  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.000000418	0.000071221	7	16755242	98286	?a
?f  biolink:contributes_to  ?a  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000007385	0.000483325	1	135410	2069	?a
?f  biolink:regulates  ?a  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000000144	0.000023957	2	13921063	83482	?a
?f  biolink:genetically_interacts_with  ?a  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000000094	0.000011903	1	10601967	84013	?a
?f  biolink:interacts_with  ?a  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000084799	0.000000734	0.000053777	31	42221146	576457	?a
?a  biolink:coexpressed_with  ?f  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000041032	0.000000226	0.000030269	15	66271129	495561	?a
?f  biolink:coexpressed_with  ?a  ?b  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000041032	0.000000226	0.000030269	15	66271129	495561	?a
?a  biolink:similar_to  ?f  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.019230769	0.021276596	2	104	94	?a
?a  biolink:homologous_to  ?f  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000010942	0.000001016	0.000129988	4	3938070	30772	?a
?a  biolink:physically_interacts_with  ?f  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.000000379	0.000056572	7	18463453	123737	?a
?a  biolink:biomarker_for  ?f  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000277624	0.004329004	1	3602	231	?a
?a  biolink:contributes_to  ?f  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000137174	0.000483325	1	7290	2069	?a
?b  abundance_biolink:affects  ?f  ?f  biolink:similar_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001225487	0.043715847	0.055902171	448	10248	8014	?a
?b  abundance_biolink:affects  ?f  ?f  biolink:related_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000024619	0.001988511	0.034090909	9	4526	264	?a
?b  abundance_biolink:affects  ?f  ?f  biolink:has_part  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000016413	0.053571429	0.206896552	6	112	29	?a
?b  abundance_biolink:affects  ?f  ?a  biolink:similar_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001132481	0.069023008	0.083450917	414	5998	4961	?a
?a  biolink:genetically_interacts_with  ?f  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000000248	0.000015317	1	4037124	65288	?a
?a  biolink:regulates  ?f  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000000223	0.000019808	2	8977464	100970	?a
?a  biolink:interacts_with  ?f  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000084799	0.000000947	0.000012999	31	32727837	2384720	?a
?b  abundance_biolink:affects  ?f  ?a  biolink:has_part  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00003009	0.002646776	0.095652174	11	4156	115	?a
?b  abundance_biolink:affects  ?f  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000041032	0.001346862	0.022727273	15	11137	660	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000013677	0.000000357	0.000001159	5	13986156	4314758	?a
?f  biolink:genetically_interacts_with  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.004576427	0.001224492	0.00374536	1673	1366281	446686	?a
?f  biolink:coexpressed_with  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.006824977	0.000453074	0.00154982	2495	5506827	1609864	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.006824977	0.000453074	0.00154982	2495	5506827	1609864	?a
?f  biolink:homologous_to  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.003504126	0.002598462	0.013073163	1281	492984	97987	?a
?f  biolink:coexpressed_with  ?a  ?b  decreased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000038296	0.000000212	0.000028308	14	66008005	494566	?a
?f  biolink:directly_physically_interacts_with  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.005766353	0.000780329	0.003110934	2108	2701424	677610	?a
?f  biolink:interacts_with  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.015594867	0.00088377	0.003852925	5701	6450773	1479655	?a
?f  biolink:biomarker_for  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00003009	0.005066789	0.03021978	11	2171	364	?a
?f  biolink:similar_to  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.010526316	0.012820513	1	95	78	?a
?f  biolink:physically_interacts_with  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.003788614	0.000789859	0.002779099	1385	1753478	498363	?a
?f  biolink:related_to  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000070621	0.000257069	1	14160	3890	?a
?a  biolink:ameliorates  ?f  ?f  biolink:related_to  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.008909399	0.004064285	0.00586269	3257	801371	555547	?a
?f  biolink:orthologous_to  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000041032	0.000044605	0.000231854	15	336284	64696	?a
?f  biolink:contributes_to  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000021884	0.000364647	0.001289906	8	21939	6202	?a
?a  biolink:ameliorates  ?f  ?f  upregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000864406	0.001112425	0.001477554	316	284064	213867	?a
?a  biolink:ameliorates  ?f  ?f  biolink:causes  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000035561	0.032178218	0.038461538	13	404	338	?a
?a  biolink:ameliorates  ?f  ?f  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00053068	0.000670401	0.000891585	194	289379	217590	?a
?f  biolink:causes  ?b  ?a  biolink:treats  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000057445	0.035958904	0.047191011	21	584	445	?a
?a  biolink:treats  ?f  ?f  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000579918	0.000582336	0.000777038	212	364051	272831	?a
?f  biolink:correlated_with  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000024619	0.000076938	0.000312858	9	116977	28767	?a
?a  biolink:treats  ?f  ?f  upregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001085978	0.001100854	0.001466866	397	360629	270645	?a
?f  biolink:related_to  ?b  ?a  biolink:treats  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.011136065	0.004093049	0.005802493	4071	994613	701595	?a
?f  biolink:regulates  ?b  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.002702636	0.000643317	0.002130095	988	1535790	463829	?a
?f  biolink:interacts_with  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.001436117	0.000438525	0.007647042	525	1197195	68654	?a
?a  biolink:related_to  ?f  ?f  decreased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000765929	0.010474338	0.091833388	280	26732	3049	?a
?f  biolink:genetically_interacts_with  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00041579	0.000425145	0.006659657	152	357525	22824	?a
?a  biolink:related_to  ?f  ?f  decreased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000779607	0.008504416	0.080622348	285	33512	3535	?a
?a  biolink:related_to  ?f  ?f  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00017507	0.000538988	0.006157991	64	118741	10393	?a
?f  biolink:regulates  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00035561	0.000362467	0.008098679	130	358653	16052	?a
?f  biolink:binds  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000062916	0.017857143	0.040069686	23	1288	574	?a
?a  biolink:related_to  ?f  ?f  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000136773	0.001249219	0.012893244	50	40025	3878	?a
?a  biolink:related_to  ?f  ?f  increased_expression_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000038296	0.000184022	0.002219756	14	76078	6307	?a
?f  biolink:directly_physically_interacts_with  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000629156	0.00036677	0.00721546	230	627096	31876	?a
?a  biolink:related_to  ?f  ?f  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000038296	0.000177604	0.002143951	14	78827	6530	?a
?a  biolink:related_to  ?f  ?f  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.001028807	0.014227642	7	6804	492	?a
?a  biolink:related_to  ?f  ?f  decreased_expression_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000019148	0.001130856	0.015981735	7	6190	438	?a
?f  biolink:contributes_to  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000008206	0.000010127	0.000053929	3	296226	55629	?a
?a  biolink:related_to  ?f  ?f  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000051974	0.000237372	0.005195515	19	80043	3657	?a
?a  biolink:related_to  ?f  ?f  increased_metabolic_processing_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000322321	0.003278689	2	6205	610	?a
?a  biolink:related_to  ?f  ?f  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000956938	0.009569378	2	2090	209	?a
?a  biolink:related_to  ?f  ?f  increased_degradation_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000184213	0.002217295	2	10857	902	?a
?f  biolink:physically_interacts_with  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00023525	0.00003002	0.004370807	86	2864781	19676	?a
?a  biolink:related_to  ?f  ?f  decreased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000221435	0.002392344	1	4516	418	?a
?a  biolink:related_to  ?f  ?f  increased_secretion_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000054298	0.000685871	1	18417	1458	?a
?a  biolink:related_to  ?f  ?f  increased_mutation_rate_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.0078125	0.041666667	1	128	24	?a
?f  biolink:biomarker_for  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.002557545	0.2	1	391	5	?a
?a  biolink:related_to  ?f  ?f  increased_molecular_modification_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000204082	0.002380952	1	4900	420	?a
?a  biolink:related_to  ?f  ?f  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.00004201	0.000486618	1	23804	2055	?a
?b  biolink:coexpressed_with  ?f  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000686601	0.000032054	0.004543233	251	7830604	55247	?a
?a  biolink:related_to  ?f  ?f  decreased_transport_biolink:affects  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000188218	0.00210084	1	5313	476	?a
?f  biolink:homologous_to  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000024619	0.000041501	0.008704062	9	216860	1034	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:coexpressed_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.002822996	0.001774339	0.00207199	1032	581625	498072	?a
?b  biolink:coexpressed_with  ?f  ?f  biolink:increases_response_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.00260963	0.002152134	0.002534417	954	443281	376418	?a
?a  biolink:related_to  ?f  ?f  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000000319	0.000986193	1	3134230	1014	?a
?a  biolink:related_to  ?f  ?f  upregulated_biolink:regulates  ?b   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000002735	0.000000337	0.00120919	1	2969515	827	?a
?b  biolink:coexpressed_with  ?f  ?f  biolink:decreases_response_to  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.002431825	0.001972964	0.002295479	889	450591	387283	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000713956	0.001834359	0.003020414	261	142284	86412	?a
?b  biolink:coexpressed_with  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000322784	0.001535199	0.002487929	118	76863	47429	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_activity_or_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000372023	0.001532688	0.002872653	136	88733	47343	?a
?f  biolink:coexpressed_with  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000686601	0.000032054	0.004543233	251	7830604	55247	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000199689	0.002851006	0.006006253	73	25605	12154	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000172334	0.000988561	0.001781977	63	63729	35354	?a
?f  biolink:related_to  ?b  ?a  biolink:related_to  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000005471	0.000006145	0.001848429	2	325483	1082	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_transport_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000172334	0.001817657	0.002310146	63	34660	27271	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000172334	0.000988561	0.001781977	63	63729	35354	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000134038	0.000909445	0.001231187	49	53879	39799	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000128567	0.002533556	0.004018468	47	18551	11696	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000117625	0.00102618	0.001448738	43	41903	29681	?a
?f  activity_biolink:affects  ?a  ?b  biolink:coexpressed_with  ?f   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000103948	0.003487518	0.007195607	38	10896	5281	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000076593	0.002041411	0.002562225	28	13716	10928	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000065651	0.002578427	0.002670227	24	9308	8988	?a
?b  biolink:coexpressed_with  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000057445	0.001903726	0.002678913	21	11031	7839	?a
?b  biolink:coexpressed_with  ?f  ?f  transport_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000054709	0.000933968	0.001479071	20	21414	13522	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_molecular_interaction_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000038296	0.001714636	0.004244997	14	8165	3298	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_synthesis_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000035561	0.001089873	0.001438053	13	11928	9040	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_abundance_biolink:affects  ?a   => ?a  decreased_activity_or_abundance_biolink:affects  ?b	0.000035561	0.001089873	0.001438053	13	11928	9040	?a
