Using the default schema relations
Assuming rdf:type as type relation
Warning: Both -mins and -minhc are set but only the default pruning metric will be used
Loading files... 
  Starting robokop-biolink3-augmented.txt
  Finished robokop-biolink3-augmented.txt, still running: 0
Loaded 19034719 facts in 1 min, 24 s using 10357 MB
Using HeadCoverage as pruning metric with minimum threshold 0.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  biolink:directly_physically_interacts_with  ?f  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.011562887	0.00001785	0.001474701	579	32437140	392622	?a
?b  biolink:orthologous_to  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000139793	0.003249768	0.004255319	7	2154	1645	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  biolink:orthologous_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000139793	0.000005468	0.000907441	7	1280259	7714	?a
?b  biolink:orthologous_to  ?f  ?a  decreased_abundance_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.00058763	0.000595238	4	6807	6720	?a
?b  biolink:orthologous_to  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000587717	0.000595238	4	6806	6720	?a
?a  biolink:binds  ?f  ?b  biolink:orthologous_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000161795	0.000952986	3	18542	3148	?a
?b  biolink:orthologous_to  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000558815	0.000597193	2	3579	3349	?a
?b  biolink:orthologous_to  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000319527	0.000037166	0.000784968	16	430505	20383	?a
?b  biolink:orthologous_to  ?f  ?a  decreased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.002762431	0.003802281	1	362	263	?a
?b  biolink:actively_involved_in  ?f  ?f  biolink:has_input  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001917163	0.001518651	0.018622696	96	63214	5155	?a
?b  biolink:orthologous_to  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000002326	0.000111148	1	429834	8997	?a
?b  biolink:orthologous_to  ?f  ?a  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000359468	0.000041165	0.000665287	18	437262	27056	?a
?b  biolink:actively_involved_in  ?f  ?f  biolink:has_output  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000030573	0.00061488	3	98127	4879	?a
?b  biolink:affects_response_to  ?f  ?f  biolink:similar_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.002755921	0.020864832	0.037849698	138	6614	3646	?a
?b  biolink:affects_response_to  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000159764	0.00058326	0.003946719	8	13716	2027	?a
?b  biolink:affects_response_to  ?f  ?f  biolink:has_part  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.002673797	0.02173913	1	374	46	?a
?b  biolink:affects_response_to  ?f  ?a  biolink:similar_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001937133	0.01603836	0.035806571	97	6048	2709	?a
?b  biolink:affects_response_to  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.0008787	0.001875293	0.02259887	44	23463	1947	?a
?b  biolink:affects_response_to  ?f  ?a  biolink:has_part  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.005076142	0.027027027	5	985	185	?a
?b  biolink:actively_involved_in  ?f  ?f  biolink:has_participant  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000579143	0.000054482	0.002967359	29	532282	9773	?a
?b  biolink:actively_involved_in  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000199704	0.000051958	0.029069767	10	192462	344	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.025022966	0.004039916	0.004788584	1253	310155	261664	?a
?f  biolink:increases_response_to  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.022287015	0.004369257	0.005396153	1116	255421	206814	?a
?f  biolink:decreases_response_to  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.022087311	0.004920585	0.005893857	1106	224770	187653	?a
?b  biolink:interacts_with  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.003494828	0.00480492	0.008554947	175	36421	20456	?a
?b  biolink:interacts_with  ?f  ?f  increased_transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.003195271	0.002641833	0.003157375	160	60564	50675	?a
?b  biolink:interacts_with  ?f  ?f  increased_activity_or_abundance_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.002416424	0.003806827	0.006335079	121	31785	19100	?a
?b  biolink:interacts_with  ?f  ?f  increased_abundance_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001957103	0.003755941	0.006154233	98	26092	15924	?a
?b  biolink:interacts_with  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001957103	0.003755941	0.006154233	98	26092	15924	?a
?b  biolink:interacts_with  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00181731	0.004475483	0.006845193	91	20333	13294	?a
?b  biolink:interacts_with  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001717458	0.002732067	0.002957969	86	31478	29074	?a
?b  biolink:interacts_with  ?f  ?f  decreased_transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001637576	0.005381637	0.006548998	82	15237	12521	?a
?b  biolink:interacts_with  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001158286	0.003646652	0.004415347	58	15905	13136	?a
?b  biolink:interacts_with  ?f  ?f  decreased_activity_or_abundance_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000978552	0.005233924	0.008357496	49	9362	5863	?a
?b  biolink:interacts_with  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000818788	0.008281155	0.009141583	41	4951	4485	?a
?b  biolink:interacts_with  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000778847	0.005100039	0.005611511	39	7647	6950	?a
?b  biolink:interacts_with  ?f  ?f  transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000599113	0.00216341	0.003032141	30	13867	9894	?a
?b  biolink:interacts_with  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000579143	0.004379342	0.004884622	29	6622	5937	?a
?b  biolink:interacts_with  ?f  ?f  decreased_synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000519232	0.00393165	0.007338414	26	6613	3543	?a
?b  biolink:interacts_with  ?f  ?f  decreased_abundance_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000519232	0.00393165	0.007338414	26	6613	3543	?a
?f  activity_biolink:affects  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000499261	0.013520822	0.02276867	25	1849	1098	?a
?b  biolink:interacts_with  ?f  ?f  decreased_activity_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00045932	0.008366679	0.009913793	23	2749	2320	?a
?b  biolink:interacts_with  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00045932	0.003994443	0.007127363	23	5758	3227	?a
?b  biolink:interacts_with  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000299557	0.003802281	0.005586592	15	3945	2685	?a
?b  biolink:interacts_with  ?f  ?f  increased_molecular_interaction_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000279586	0.0021875	0.002801681	14	6400	4997	?a
?b  biolink:interacts_with  ?f  ?f  increased_degradation_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000259616	0.00617284	0.013771186	13	2106	944	?a
?b  biolink:interacts_with  ?f  ?f  localization_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.002010969	0.005491762	11	5470	2003	?a
?b  biolink:interacts_with  ?f  ?f  uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000199704	0.004395604	0.007861635	10	2275	1272	?a
?b  biolink:interacts_with  ?f  ?f  increased_localization_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.004576659	0.004576659	4	874	874	?a
?b  biolink:interacts_with  ?f  ?f  secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.00155159	0.001656315	4	2578	2415	?a
?b  biolink:interacts_with  ?f  ?f  increased_molecular_modification_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.004092769	0.004823151	3	733	622	?a
?b  biolink:interacts_with  ?f  ?f  decreased_molecular_interaction_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.001169135	0.001978892	3	2566	1516	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.011443064	0.000022152	0.004924203	573	25866525	116364	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  biolink:physically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000000105	0.000073575	2	19052218	27183	?a
?b  biolink:interacts_with  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000002801	0.000610874	2	714105	3274	?a
?b  biolink:interacts_with  ?f  ?f  decreased_degradation_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.005291005	0.016666667	2	378	120	?a
?b  biolink:interacts_with  ?f  ?f  decreased_localization_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.003236246	0.003236246	1	309	309	?a
?b  biolink:interacts_with  ?f  ?f  decreased_molecular_modification_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.011111111	0.011111111	1	90	90	?a
?a  biolink:interacts_with  ?f  ?b  biolink:orthologous_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.00000162	0.001193317	6	3704196	5028	?a
?f  biolink:genetic_association  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000000409	0.010204082	2	4891539	196	?a
?f  activity_or_abundance_biolink:affects  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.010504453	0.000033199	0.003811346	526	15843986	138009	?a
?f  biolink:coexpressed_with  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.0000001	0.000056241	4	39992804	71122	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.010065104	0.000031814	0.003679477	504	15842253	136976	?a
?b  biolink:interacts_with  ?f  ?a  increased_abundance_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.036286296	0.004699912	0.00483749	1817	386603	375608	?a
?b  biolink:interacts_with  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.036286296	0.004701931	0.004839629	1817	386437	375442	?a
?b  biolink:interacts_with  ?f  ?a  increased_activity_or_abundance_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.506610217	0.005217404	0.005229229	25368	4862188	4851193	?a
?b  biolink:interacts_with  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.503075448	0.005522453	0.005522453	25191	4561560	4561560	?a
?b  biolink:interacts_with  ?f  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.023165715	0.003742225	0.005285147	1160	309976	219483	?a
?b  biolink:interacts_with  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.02204737	0.004590513	0.005125896	1104	240496	215377	?a
?b  biolink:interacts_with  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.020789232	0.005251793	0.005398062	1041	198218	192847	?a
?b  biolink:interacts_with  ?f  ?a  decreased_abundance_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.020789232	0.005249436	0.005398062	1041	198307	192847	?a
?b  biolink:interacts_with  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.028278148	0.000168382	0.003808038	1416	8409445	371845	?a
?b  biolink:interacts_with  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.014678276	0.003170837	0.004360025	735	231800	168577	?a
?b  biolink:interacts_with  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.012321764	0.002801273	0.00365892	617	220257	168629	?a
?b  biolink:interacts_with  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.009426049	0.000334366	0.000997024	472	1411625	473409	?a
?a  biolink:binds  ?f  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.009366138	0.000365077	0.00358881	469	1284660	130684	?a
?b  biolink:interacts_with  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.008447498	0.005891857	0.006941823	423	71794	60935	?a
?f  biolink:directly_physically_interacts_with  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000000036	0.000024709	1	27446538	40471	?a
?b  biolink:interacts_with  ?f  ?a  increased_molecular_modification_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.008048089	0.008381689	0.008613136	403	48081	46789	?a
?b  biolink:interacts_with  ?f  ?a  decreased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.006470424	0.003205287	0.004021697	324	101083	80563	?a
?b  biolink:interacts_with  ?f  ?a  decreased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.006430483	0.003278255	0.004094712	322	98223	78638	?a
?b  biolink:interacts_with  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.008447498	0.000252754	0.000669193	423	1673564	632105	?a
?b  biolink:interacts_with  ?f  ?a  decreased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.005072493	0.004913244	0.006456369	254	51697	39341	?a
?b  biolink:interacts_with  ?f  ?a  decreased_molecular_modification_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.003394975	0.0066887	0.0084615	170	25416	20091	?a
?b  biolink:interacts_with  ?f  ?a  increased_mutation_rate_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.002436394	0.002167771	0.002958795	122	56279	41233	?a
?b  biolink:interacts_with  ?f  ?a  decreased_localization_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001857251	0.003198844	0.003855082	93	29073	24124	?a
?a  biolink:decreases_response_to  ?f  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001597635	0.002697781	0.003898445	80	29654	20521	?a
?a  biolink:increases_response_to  ?f  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001298079	0.008337609	0.009310987	65	7796	6981	?a
?a  activity_or_abundance_biolink:affects  ?f  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001238168	0.001317131	0.004544455	62	47072	13643	?a
?a  activity_biolink:affects  ?f  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001238168	0.001317131	0.004544455	62	47072	13643	?a
?b  biolink:interacts_with  ?f  ?a  increased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00091864	0.001854839	0.002813972	46	24800	16347	?a
?b  biolink:interacts_with  ?f  ?a  decreased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.002228074	0.002601703	11	4937	4228	?a
?b  biolink:interacts_with  ?f  ?a  increased_uptake_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000139793	0.001327266	0.001334859	7	5274	5244	?a
?b  biolink:interacts_with  ?f  ?a  increased_splicing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.013636364	0.013636364	3	220	220	?a
?b  biolink:interacts_with  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00587131	0.000258435	0.006631778	294	1137617	44332	?a
?b  biolink:interacts_with  ?f  ?a  decreased_uptake_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.00096432	0.001468429	2	2074	1362	?a
?b  biolink:interacts_with  ?f  ?a  increased_synthesis_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.004901961	0.004901961	1	204	204	?a
?b  biolink:increases_response_to  ?f  ?f  biolink:similar_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001897192	0.030694669	0.052026287	95	3095	1826	?a
?b  biolink:increases_response_to  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.000817884	0.006528836	6	7336	919	?a
?f  biolink:has_part  ?a  ?b  biolink:increases_response_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.003663004	0.032258065	1	273	31	?a
?b  biolink:increases_response_to  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001377961	0.002869023	0.034482759	69	24050	2001	?a
?b  biolink:increases_response_to  ?f  ?a  biolink:similar_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000758877	0.013194444	0.028485757	38	2880	1334	?a
?a  biolink:has_part  ?f  ?b  biolink:increases_response_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000931966	0.032258065	1	1073	31	?a
?a  biolink:coexpressed_with  ?f  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.0000001	0.000056241	4	39992804	71122	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000179734	0.000013178	0.001274607	9	682953	7061	?a
?b  biolink:correlated_with  ?f  ?f  biolink:decreases_response_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000660502	0.000752729	4	6056	5314	?a
?a  biolink:correlated_with  ?f  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000000783	0.000661157	2	2553343	3025	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000181061	0.000199223	2	11046	10039	?a
?b  biolink:correlated_with  ?f  ?f  biolink:increases_response_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000174764	0.000208768	1	5722	4790	?a
?b  biolink:correlated_with  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000016661	0.001561687	3	180061	1921	?a
?b  biolink:interacts_with  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.083456484	0.000127689	0.003428057	4179	32727837	1219058	?a
?b  biolink:correlated_with  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000279586	0.000849257	0.000858264	14	16485	16312	?a
?f  activity_or_abundance_biolink:affects  ?a  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000179734	0.000013177	0.001265467	9	683030	7112	?a
?b  biolink:interacts_with  ?f  ?a  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.089946879	0.000136983	0.003296079	4504	32879898	1366472	?a
?b  biolink:correlated_with  ?f  ?a  increased_abundance_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000279586	0.000848896	0.000857896	14	16492	16319	?a
?b  biolink:correlated_with  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000239645	0.000060287	0.000308404	12	199048	38910	?a
?b  biolink:correlated_with  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00043935	0.000201752	0.000201752	22	109045	109045	?a
?b  biolink:correlated_with  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.000429812	0.000438327	5	11633	11407	?a
?b  biolink:correlated_with  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.000459474	0.000495344	5	10882	10094	?a
?b  biolink:correlated_with  ?f  ?a  decreased_abundance_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.000429812	0.000438327	5	11633	11407	?a
?b  biolink:correlated_with  ?f  ?a  increased_activity_or_abundance_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000718936	0.000287485	0.000287883	36	125224	125051	?a
?b  biolink:correlated_with  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000159764	0.00003875	0.000190926	8	206453	41901	?a
?b  biolink:correlated_with  ?f  ?a  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000239645	0.000009275	0.000690131	12	1293801	17388	?a
?a  biolink:binds  ?f  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000080959	0.000418994	3	37056	7160	?a
?b  biolink:correlated_with  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.00185701	0.002087683	2	1077	958	?a
?b  biolink:correlated_with  ?f  ?a  increased_mutation_rate_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000465549	0.000519751	1	2148	1924	?a
?b  biolink:correlated_with  ?f  ?a  increased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.00265252	0.003184713	1	377	314	?a
?b  biolink:correlated_with  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000206954	0.000252207	1	4832	3965	?a
?b  biolink:correlated_with  ?f  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000339905	0.000459137	1	2942	2178	?a
?b  biolink:correlated_with  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000507357	0.000628931	1	1971	1590	?a
?b  biolink:decreases_response_to  ?f  ?f  biolink:similar_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001178256	0.019439868	0.033830275	59	3035	1744	?a
?b  biolink:decreases_response_to  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.000702741	0.005415162	6	8538	1108	?a
?b  biolink:correlated_with  ?f  ?a  biolink:genetic_association  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000004372	0.000442038	4	914937	9049	?a
?b  biolink:decreases_response_to  ?f  ?f  biolink:directly_physically_interacts_with  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000035878	0.000200965	1	27872	4976	?a
?b  biolink:decreases_response_to  ?f  ?a  biolink:similar_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000698966	0.013634593	0.028997514	35	2567	1207	?a
?b  biolink:decreases_response_to  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.000342136	0.004110613	11	32151	2676	?a
?b  biolink:decreases_response_to  ?f  ?a  biolink:has_part  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.00044405	0.032258065	1	2252	31	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.009685665	0.008832474	0.010431454	485	54911	46494	?a
?f  biolink:decreases_response_to  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00854735	0.010987318	0.013078686	428	38954	32725	?a
?b  biolink:genetically_interacts_with  ?f  ?f  biolink:increases_response_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.008347645	0.010292018	0.012528098	418	40614	33365	?a
?b  biolink:decreases_response_to  ?f  ?f  biolink:interacts_with  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000027436	0.006410256	1	36448	156	?a
?b  biolink:correlated_with  ?f  ?a  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000179734	0.00001346	0.000185693	9	668651	48467	?a
?b  biolink:correlated_with  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000003809	0.000227635	4	1050018	17572	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000359468	0.011976048	0.015151515	18	1503	1188	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000299557	0.008907363	0.013876041	15	1684	1081	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000259616	0.00755814	0.009495982	13	1720	1369	?a
?b  biolink:genetically_interacts_with  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000259616	0.01006192	0.01558753	13	1292	834	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.005655527	0.006384214	11	1945	1723	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000199704	0.024096386	0.027173913	10	415	368	?a
?f  activity_or_abundance_biolink:affects  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.002156808	0.00011966	0.00536566	108	902557	20128	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_abundance_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000179734	0.004409603	0.008256881	9	2041	1090	?a
