Using the default schema relations
Assuming rdf:type as type relation
Warning: Both -mins and -minhc are set but only the default pruning metric will be used
Loading files... 
  Starting robokop-biolink3-augmented.txt
  Finished robokop-biolink3-augmented.txt, still running: 0
Loaded 19034719 facts in 1 min, 37 s using 10313 MB
Using HeadCoverage as pruning metric with minimum threshold 0.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000100281	0.010362694	0.011235955	6	579	534	?a
?b  biolink:decreases_response_to  ?f  ?a  biolink:interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.000033722	0.00087108	1	29654	1148	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_synthesis_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000083567	0.004752852	0.013661202	5	1052	366	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_abundance_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000083567	0.004752852	0.013661202	5	1052	366	?a
?f  activity_or_abundance_biolink:affects  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.002406739	0.000159547	0.007138962	144	902557	20171	?a
?b  biolink:genetically_interacts_with  ?f  ?f  uptake_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000083567	0.015243902	0.018726592	5	328	267	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.002901354	0.003468208	3	1034	865	?a
?b  biolink:genetically_interacts_with  ?f  ?f  localization_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.005535055	0.013274336	3	542	226	?a
?f  activity_biolink:affects  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.039473684	0.06	3	76	50	?a
?b  biolink:genetically_interacts_with  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000033427	0.006666667	0.008333333	2	300	240	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_localization_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.033333333	0.033333333	1	30	30	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000066854	0.011695906	0.02	4	342	200	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_molecular_interaction_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.002538071	0.003952569	1	394	253	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_molecular_interaction_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.004545455	0.006134969	1	220	163	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_molecular_modification_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.018518519	0.02	1	54	50	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_degradation_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.009433962	0.037037037	1	106	27	?a
?b  biolink:genetically_interacts_with  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.000009065	0.000312207	1	110320	3203	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_activity_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.029411765	0.034090909	3	102	88	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.002373312	0.000157344	0.007056953	142	902483	20122	?a
?b  biolink:orthologous_to  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00038441	0.000053426	0.00112053	23	430505	20526	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.043672282	0.033210051	0.033210051	2613	78681	78681	?a
?f  biolink:genetic_association  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.000001098	0.111111111	1	910559	9	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.043672282	0.03321765	0.03321765	2613	78663	78663	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.025270758	0.039199419	0.039622642	1512	38572	38160	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.025270758	0.039196371	0.039622642	1512	38575	38160	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_activity_or_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.103523198	0.011625572	0.011625572	6194	532791	532791	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.009025271	0.013095989	0.016558322	540	41234	32612	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.008757855	0.017948279	0.023167389	524	29195	22618	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.01876922	0.020148196	0.022321606	1123	55737	50310	?a
?a  biolink:interacts_with  ?f  ?b  biolink:orthologous_to  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000100281	0.00000162	0.00029163	6	3704196	20574	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.075528145	0.009654786	0.009654786	4519	468058	468058	?a
?b  biolink:genetically_interacts_with  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.007838615	0.001232712	0.00444769	469	380462	105448	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_molecular_modification_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.004963899	0.027746637	0.027751822	297	10704	10702	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.004930472	0.018384644	0.022061023	295	16046	13372	?a
?f  biolink:coexpressed_with  ?a  ?b  biolink:decreases_response_to  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000066854	0.000067977	0.00308642	4	58843	1296	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.004128226	0.013132709	0.016802721	247	18808	14700	?a
?a  biolink:coexpressed_with  ?f  ?b  biolink:decreases_response_to  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000066854	0.000067977	0.00308642	4	58843	1296	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_molecular_modification_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.002222891	0.027900147	0.035138705	133	4767	3785	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_mutation_rate_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.002156037	0.012758382	0.016675284	129	10111	7736	?a
?b  biolink:genetically_interacts_with  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.004395641	0.001290392	0.018236028	263	203814	14422	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_degradation_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.002022329	0.016800889	0.021908383	121	7202	5523	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.045661185	0.000671317	0.015567927	2732	4069615	175489	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_transport_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.001905335	0.014327008	0.017762543	114	7957	6418	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_localization_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00130365	0.014043932	0.016886772	78	5554	4619	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_secretion_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.001871908	0.014959263	0.018629408	112	7487	6012	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000668539	0.014587892	0.020050125	40	2742	1995	?a
?a  activity_biolink:affects  ?f  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00038441	0.007007922	0.026963658	23	3282	853	?a
?a  biolink:decreases_response_to  ?f  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000334269	0.011074197	0.014803849	20	1806	1351	?a
?b  biolink:genetically_interacts_with  ?f  ?a  biolink:increases_response_to  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000300842	0.02866242	0.033898305	18	628	531	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.003131524	0.004249292	3	958	706	?a
?a  activity_or_abundance_biolink:affects  ?f  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00038441	0.007007922	0.026963658	23	3282	853	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_uptake_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000033427	0.02247191	0.023809524	2	89	84	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_splicing_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.017857143	0.017857143	1	56	56	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000267415	0.001448488	0.001584158	16	11046	10100	?a
?b  biolink:correlated_with  ?f  ?f  biolink:decreases_response_to  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000217275	0.002146631	0.002433545	13	6056	5342	?a
?a  biolink:binds  ?f  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00212261	0.000629845	0.004674273	127	201637	27170	?a
?a  biolink:correlated_with  ?f  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000033427	0.000004208	0.000661594	2	475291	3023	?a
?b  biolink:correlated_with  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000167135	0.000055537	0.000760225	10	180061	13154	?a
?b  biolink:correlated_with  ?f  ?f  biolink:increases_response_to  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000133708	0.001398113	0.00166113	8	5722	4816	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.007704907	0.000288731	0.011792091	461	1596644	39094	?a
?b  biolink:genetically_interacts_with  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.006718813	0.000964994	0.003102067	402	416583	129591	?a
?b  biolink:correlated_with  ?f  ?f  upregulated_biolink:regulates  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000066854	0.000047583	0.001930502	4	84064	2072	?a
?f  biolink:affects  ?a  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.000153257	0.043478261	1	6525	23	?a
?b  biolink:correlated_with  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.000496278	0.000984252	1	2015	1016	?a
?f  activity_or_abundance_biolink:affects  ?a  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000167135	0.000014641	0.001403115	10	683030	7127	?a
?b  biolink:correlated_with  ?f  ?f  downregulated_biolink:regulates  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000033427	0.000025112	0.001416431	2	79642	1412	?a
?f  biolink:causes  ?a  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.000140102	0.023255814	3	21413	129	?a
?b  biolink:correlated_with  ?f  ?a  increased_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.004947185	0.017948096	0.017948096	296	16492	16492	?a
?b  biolink:correlated_with  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.003961091	0.020373077	0.02067702	237	11633	11462	?a
?b  biolink:correlated_with  ?f  ?a  decreased_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.003961091	0.020373077	0.02067702	237	11633	11462	?a
?b  biolink:correlated_with  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.001119802	0.006156956	0.006617284	67	10882	10125	?a
?b  biolink:correlated_with  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.004947185	0.017955717	0.017955717	296	16485	16485	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000167135	0.000014642	0.001413228	10	682953	7076	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.026173285	0.0003879	0.010923321	1566	4037124	143363	?a
?b  biolink:correlated_with  ?f  ?a  increased_activity_or_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.005465303	0.002611321	0.002611321	327	125224	125224	?a
?b  biolink:correlated_with  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00043455	0.000125937	0.000609542	26	206453	42655	?a
?b  biolink:correlated_with  ?f  ?a  increased_mutation_rate_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000267415	0.00744879	0.008316008	16	2148	1924	?a
?b  biolink:correlated_with  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000551544	0.000302627	0.000302627	33	109045	109045	?a
?b  biolink:correlated_with  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00048469	0.000145694	0.000728881	29	199048	39787	?a
?b  biolink:correlated_with  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000100281	0.001241722	0.001510574	6	4832	3972	?a
?b  biolink:correlated_with  ?f  ?a  increased_molecular_modification_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000066854	0.00505689	0.005270092	4	791	759	?a
?a  biolink:binds  ?f  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000066854	0.000107945	0.000556483	4	37056	7188	?a
?b  biolink:correlated_with  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.002785515	0.003121748	3	1077	961	?a
?b  biolink:correlated_with  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.00152207	0.001829268	3	1971	1640	?a
?b  biolink:correlated_with  ?f  ?a  decreased_localization_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000033427	0.004395604	0.005291005	2	455	378	?a
?b  biolink:correlated_with  ?f  ?a  decreased_degradation_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.002257336	0.002793296	1	443	358	?a
?b  biolink:correlated_with  ?f  ?a  increased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.00265252	0.003184713	1	377	314	?a
?b  biolink:correlated_with  ?f  ?a  biolink:genetic_association  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000401123	0.000026231	0.000600586	24	914937	39961	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.007972323	0.000078818	0.005241989	477	6051945	90996	?a
?b  biolink:correlated_with  ?f  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.000339905	0.000450653	1	2942	2219	?a
?b  biolink:correlated_with  ?f  ?a  decreased_activity_or_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.004161653	0.000372392	0.005096193	249	668651	48860	?a
?b  biolink:correlated_with  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000167135	0.000009524	0.000564334	10	1050018	17720	?a
?f  biolink:decreases_response_to  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.013721754	0.006504464	0.007658439	821	126221	107202	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  biolink:increases_response_to  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.013571333	0.00567475	0.006912697	812	143090	117465	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.015911218	0.005024277	0.005836838	952	189480	163102	?a
?b  biolink:correlated_with  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000217275	0.000019779	0.000345231	13	657279	37656	?a
?b  biolink:correlated_with  ?f  ?a  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000334269	0.000015458	0.000729022	20	1293801	27434	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000701966	0.001345938	0.004796163	42	31205	8757	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_abundance_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000701966	0.001345938	0.004796163	42	31205	8757	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_activity_or_abundance_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000735392	0.000982955	0.002571746	44	44763	17109	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000635112	0.000348637	0.00058064	38	108996	65445	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000534831	0.002217141	0.002956393	32	14433	10824	?a
?a  biolink:contributes_to  ?f  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.000007986	0.000016034	1	125217	62367	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00043455	0.002269157	0.002573748	26	11458	10102	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_transport_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000317556	0.001701747	0.002727142	19	11165	6967	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000300842	0.00037675	0.000618961	18	47777	29081	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  transport_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000250702	0.001219017	0.001876642	15	12305	7993	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_transport_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.001220083	0.001498112	0.002100175	73	48728	34759	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000150421	0.002275025	0.002759044	9	3956	3262	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000133708	0.001049456	0.002962963	8	7623	2700	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  biolink:homologous_to  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000133708	0.000005145	0.000717231	8	1555006	11154	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00429536	0.00003417	0.003122532	257	7521298	82305	?a
?f  activity_or_abundance_biolink:affects  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.004345501	0.000034554	0.003093139	260	7524387	84057	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  uptake_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000133708	0.004223865	0.006134969	8	1894	1304	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000100281	0.002319289	0.003269755	6	2587	1835	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000116994	0.000568136	0.000641026	7	12321	10920	?a
?b  biolink:correlated_with  ?f  ?a  biolink:interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.000000392	0.000024847	1	2553343	40246	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_synthesis_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000100281	0.001017294	0.002618944	6	5898	2291	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_molecular_interaction_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000066854	0.001091107	0.001491981	4	3666	2681	?a
?f  activity_biolink:affects  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.000960615	0.001698754	3	3123	1766	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_abundance_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000100281	0.001017294	0.002618944	6	5898	2291	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_molecular_interaction_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.001628664	0.003690037	3	1842	813	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.000221076	0.000358895	3	13570	8359	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_localization_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000033427	0.019047619	0.019047619	2	105	105	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_activity_or_abundance_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000133708	0.001041667	0.002118644	8	7680	3776	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000033427	0.00000624	0.000550055	2	320493	3636	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  secretion_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000033427	0.003333333	0.003921569	2	600	510	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  decreased_activity_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000033427	0.001122334	0.001346801	2	1782	1485	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  localization_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.00066357	0.001550388	1	1507	645	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_molecular_modification_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.000861326	0.001650165	1	1161	606	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  increased_degradation_biolink:affects  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.000016713	0.000388954	0.000769823	1	2571	1299	?a
?b  biolink:directly_physically_interacts_with  ?f  ?f  biolink:genetic_association  ?a   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.00005014	0.000001054	0.035714286	3	2847456	84	?a
?b  biolink:genetically_interacts_with  ?f  ?a  biolink:interacts_with  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.003008424	0.000019332	0.00141749	180	9311135	126985	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  increased_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.076848509	0.020281596	0.020281596	4598	226708	226708	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  increased_activity_or_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.36477136	0.007467783	0.007467783	21825	2922554	2922554	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.076831796	0.020281389	0.020281389	4597	226661	226661	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.037321166	0.019606982	0.01990001	2233	113888	112211	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  decreased_abundance_biolink:affects  ?f   => ?a  increased_activity_or_abundance_biolink:affects  ?b	0.037321166	0.019605949	0.01990001	2233	113894	112211	?a
