Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Score	total Head
?h  <biolink:physically_interacts_with>  ?a  ?a  <biolink:prevents>  ?b  ?a  <biolink:subclass_of>  ?h   => ?a  <biolink:treats>  ?b	0.015244385	0.670434783	0.699637024	771	1150	1102	?a	0.6856791680000001	0.41644258200000006
?g  <biolink:coexists_with>  ?b  ?g  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.011902879	0.669632925	0.732360097	602	899	822	?a	0.681535804	0.42834546100000004
?a  <biolink:coexists_with>  ?h  ?a  <biolink:prevents>  ?b  ?a  <biolink:subclass_of>  ?h   => ?a  <biolink:treats>  ?b	0.01093404	0.668681983	0.694723618	553	827	796	?a	0.679616023	0.439279501
?h  <biolink:coexists_with>  ?b  ?b  <biolink:predisposes>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.011863334	0.665926748	0.72815534	600	901	824	?a	0.6777900819999999	0.451142835
?b  <biolink:coexists_with>  ?h  ?h  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012515818	0.660751566	0.720136519	633	958	879	?a	0.673267384	0.46365865300000003
?e  <biolink:contributes_to>  ?b  ?e  <biolink:subclass_of>  ?j  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.045594748	0.627653783	0.627653783	2306	3674	3674	?a	0.6732485309999999	0.509253401
?g  <biolink:physically_interacts_with>  ?a  ?g  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.010340873	0.660353535	0.723374827	523	792	723	?a	0.670694408	0.519594274
?b  <biolink:causes>  ?h  ?b  <biolink:predisposes>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.011705157	0.657777778	0.72195122	592	900	820	?a	0.669482935	0.531299431
?a  <biolink:physically_interacts_with>  ?g  ?g  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.011013129	0.658392435	0.715938303	557	846	778	?a	0.669405564	0.5423125599999999
?b  <biolink:coexists_with>  ?h  ?b  <biolink:predisposes>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012100601	0.656652361	0.720848057	612	932	849	?a	0.668752962	0.5544131609999999
?a  <biolink:chemically_similar_to>  ?f  ?i  <biolink:close_match>  ?f  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.148350997	0.51776965	0.910447761	7503	14491	8241	?a	0.666120647	0.7027641579999999
?a  <biolink:physically_interacts_with>  ?h  ?a  <biolink:prevents>  ?b  ?a  <biolink:subclass_of>  ?h   => ?a  <biolink:treats>  ?b	0.015817779	0.648298217	0.680851064	800	1234	1175	?a	0.664115996	0.718581937
?h  <biolink:causes>  ?b  ?b  <biolink:causes>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012318096	0.648958333	0.713631157	623	960	873	?a	0.661276429	0.730900033
?g  <biolink:physically_interacts_with>  ?a  ?a  <biolink:prevents>  ?b  ?g  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.015283929	0.64470392	0.690795353	773	1199	1119	?a	0.659987849	0.7461839619999999
?e  <biolink:close_match>  ?j  ?e  <biolink:has_input>  ?b  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.064773806	0.592941176	0.592941176	3276	5525	5525	?a	0.657714982	0.810957768
?a  <biolink:coexists_with>  ?h  ?a  <biolink:prevents>  ?b  ?h  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.01022224	0.647058824	0.700542005	517	799	738	?a	0.6572810640000001	0.821180008
?a  <biolink:physically_interacts_with>  ?g  ?a  <biolink:prevents>  ?b  ?g  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.015481651	0.639183673	0.682055749	783	1225	1148	?a	0.654665324	0.836661659
?g  <biolink:causes>  ?b  ?g  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.013563746	0.639328984	0.697154472	686	1073	984	?a	0.65289273	0.850225405
?b  <biolink:affects>  ?h  ?h  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012476273	0.639959432	0.705816555	631	986	894	?a	0.652435705	0.862701678
?g  <biolink:coexists_with>  ?b  ?g  <biolink:precedes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.010004745	0.64213198	0.708683473	506	788	714	?a	0.6521367250000001	0.872706423
?g  <biolink:causes>  ?b  ?g  <biolink:physically_interacts_with>  ?a  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.011962196	0.638859556	0.695402299	605	947	870	?a	0.650821752	0.884668619
?b  <biolink:affects>  ?h  ?h  <biolink:causes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.010518823	0.640192539	0.711229947	532	831	748	?a	0.6507113619999999	0.895187442
?b  <biolink:coexists_with>  ?h  ?h  <biolink:precedes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.010439734	0.64	0.704	528	825	750	?a	0.650439734	0.905627176
?g  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?b  ?g  <biolink:subclass_of>  ?b   => ?a  <biolink:treats>  ?b	0.011981968	0.637894737	0.710433763	606	950	853	?a	0.6498767049999999	0.9176091439999999
?h  <biolink:causes>  ?b  ?b  <biolink:coexists_with>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.013682379	0.633699634	0.694082247	692	1092	997	?a	0.647382013	0.931291523
?b  <biolink:affects>  ?h  ?b  <biolink:coexists_with>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.01289149	0.632395732	0.697326203	652	1031	935	?a	0.645287222	0.944183013
?g  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?b  ?g  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.013207846	0.631379962	0.705385428	668	1058	947	?a	0.644587808	0.957390859
?g  <biolink:causes>  ?b  ?a  <biolink:physically_interacts_with>  ?g  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012772857	0.630243902	0.68504772	646	1025	943	?a	0.643016759	0.970163716
?b  <biolink:coexists_with>  ?h  ?a  <biolink:prevents>  ?b  ?a  <biolink:prevents>  ?h   => ?a  <biolink:treats>  ?b	0.011804018	0.629083246	0.674576271	597	949	885	?a	0.640887264	0.9819677339999999
?h  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?b  ?a  <biolink:prevents>  ?h   => ?a  <biolink:treats>  ?b	0.01200174	0.627066116	0.671460177	607	968	904	?a	0.6390678559999999	0.9939694739999999
?b  <biolink:causes>  ?h  ?h  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.016509807	0.621279762	0.685550082	835	1344	1218	?a	0.6377895690000001	1.0104792809999998
?a  <biolink:entity_negatively_regulates_entity>  ?h  ?a  <biolink:physically_interacts_with>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.016351629	0.62133734	0.657915672	827	1331	1257	?a	0.6376889689999999	1.02683091
?b  <biolink:coexists_with>  ?h  ?a  <biolink:prevents>  ?b  ?h  <biolink:subclass_of>  ?b   => ?a  <biolink:treats>  ?b	0.012239007	0.625252525	0.695505618	619	990	890	?a	0.637491532	1.039069917
?g  <biolink:affects>  ?b  ?g  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012239007	0.623991935	0.684734513	619	992	904	?a	0.6362309420000001	1.051308924
?h  <biolink:affects>  ?b  ?b  <biolink:causes>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.010953812	0.623873874	0.69510665	554	888	797	?a	0.6348276860000001	1.0622627359999999
?h  <biolink:coexists_with>  ?b  ?a  <biolink:prevents>  ?b  ?b  <biolink:subclass_of>  ?h   => ?a  <biolink:treats>  ?b	0.014730307	0.619800333	0.682859762	745	1202	1091	?a	0.63453064	1.0769930429999999
?h  <biolink:affects>  ?b  ?b  <biolink:coexists_with>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012199462	0.621975806	0.686318131	617	992	899	?a	0.634175268	1.089192505
?a  <biolink:prevents>  ?b  ?b  <biolink:related_to>  ?h  ?h  <biolink:subclass_of>  ?b   => ?a  <biolink:treats>  ?b	0.013366023	0.619047619	0.68699187	676	1092	984	?a	0.632413642	1.1025585279999999
?b  <biolink:affects>  ?h  ?b  <biolink:causes>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.011586523	0.62010582	0.686987104	586	945	853	?a	0.631692343	1.114145051
?h  <biolink:physically_interacts_with>  ?a  ?a  <biolink:physically_interacts_with>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.018842929	0.612074502	0.657694962	953	1557	1449	?a	0.630917431	1.13298798
?g  <biolink:affects>  ?b  ?g  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.011507434	0.619148936	0.69451074	582	940	838	?a	0.63065637	1.144495414
?h  <biolink:affects>  ?b  ?b  <biolink:affects>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.011586523	0.618796199	0.682983683	586	947	858	?a	0.630382722	1.1560819370000002
?g  <biolink:causes>  ?b  ?a  <biolink:prevents>  ?b  ?g  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.014512812	0.614225941	0.674632353	734	1195	1088	?a	0.628738753	1.1705947490000002
?a  <biolink:entity_negatively_regulates_entity>  ?h  ?h  <biolink:physically_interacts_with>  ?a  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.013168301	0.615526802	0.660059465	666	1082	1009	?a	0.628695103	1.1837630500000003
?a  <biolink:causes>  ?h  ?a  <biolink:prevents>  ?b  ?a  <biolink:prevents>  ?h   => ?a  <biolink:treats>  ?b	0.010281556	0.618311534	0.662420382	520	841	785	?a	0.6285930900000001	1.1940446060000003
?a  <biolink:prevents>  ?b  ?h  <biolink:related_to>  ?a  ?a  <biolink:related_to>  ?h   => ?a  <biolink:treats>  ?b	0.016549351	0.611395179	0.654929577	837	1369	1278	?a	0.62794453	1.2105939570000004
?g  <biolink:disrupts>  ?b  ?a  <biolink:prevents>  ?b  ?g  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.011032901	0.61589404	0.682986536	558	906	817	?a	0.626926941	1.2216268580000005
?b  <biolink:coexists_with>  ?h  ?a  <biolink:prevents>  ?b  ?b  <biolink:subclass_of>  ?h   => ?a  <biolink:treats>  ?b	0.015402562	0.611459969	0.675043328	779	1274	1154	?a	0.626862531	1.2370294200000005
?h  <biolink:causes>  ?b  ?a  <biolink:prevents>  ?b  ?b  <biolink:related_to>  ?h   => ?a  <biolink:treats>  ?b	0.010123379	0.61612515	0.684491979	512	831	748	?a	0.626248529	1.2471527990000004
?g  <biolink:affects>  ?b  ?g  <biolink:causes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.01449304	0.611342786	0.677449168	733	1199	1082	?a	0.625835826	1.2616458390000005
?h  <biolink:coexists_with>  ?b  ?b  <biolink:coexists_with>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.018131129	0.607284768	0.665457184	917	1510	1378	?a	0.625415897	1.2797769680000004
?a  <biolink:coexists_with>  ?h  ?h  <biolink:physically_interacts_with>  ?a  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.013721923	0.610915493	0.654716981	694	1136	1060	?a	0.624637416	1.2934988910000005
?b  <biolink:causes>  ?h  ?a  <biolink:prevents>  ?b  ?h  <biolink:subclass_of>  ?b   => ?a  <biolink:treats>  ?b	0.010024518	0.614545455	0.693570451	507	825	731	?a	0.6245699730000001	1.3035234090000005
?g  <biolink:causes>  ?b  ?g  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.015956185	0.608597285	0.67194005	807	1326	1201	?a	0.6245534699999999	1.3194795940000006
?g  <biolink:entity_positively_regulates_entity>  ?b  ?g  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012258779	0.611439842	0.679824561	620	1014	912	?a	0.6236986210000001	1.3317383730000005
?g  <biolink:disrupts>  ?b  ?a  <biolink:prevents>  ?b  ?g  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.011052673	0.611597374	0.679222357	559	914	823	?a	0.622650047	1.3427910460000005
?a  <biolink:coexists_with>  ?h  ?a  <biolink:physically_interacts_with>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.014058051	0.607692308	0.655299539	711	1170	1085	?a	0.621750359	1.3568490970000004
?g  <biolink:predisposes>  ?b  ?a  <biolink:prevents>  ?b  ?g  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.013445112	0.607142857	0.682730924	680	1120	996	?a	0.620587969	1.3702942090000005
?a  <biolink:prevents>  ?b  ?h  <biolink:related_to>  ?b  ?b  <biolink:subclass_of>  ?h   => ?a  <biolink:treats>  ?b	0.011369029	0.609110169	0.674882629	575	944	852	?a	0.6204791980000001	1.3816632380000005
?b  <biolink:causes>  ?h  ?b  <biolink:coexists_with>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.016529579	0.602739726	0.667731629	836	1387	1252	?a	0.619269305	1.3981928170000004
?g  <biolink:causes>  ?b  ?a  <biolink:prevents>  ?b  ?g  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.013939418	0.603079555	0.668246445	705	1169	1055	?a	0.617018973	1.4121322350000005
?g  <biolink:causes>  ?b  ?g  <biolink:entity_positively_regulates_entity>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012594907	0.603791469	0.670526316	637	1055	950	?a	0.616386376	1.4247271420000005
?g  <biolink:coexists_with>  ?a  ?g  <biolink:physically_interacts_with>  ?a  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012753084	0.603367633	0.650201613	645	1069	992	?a	0.6161207169999999	1.4374802260000006
?a  <biolink:prevents>  ?b  ?h  <biolink:related_to>  ?b  ?b  <biolink:related_to>  ?h   => ?a  <biolink:treats>  ?b	0.015679374	0.600302801	0.664154104	793	1321	1194	?a	0.615982175	1.4531596000000007
?g  <biolink:causes>  ?b  ?g  <biolink:disrupts>  ?b  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.010123379	0.603773585	0.670157068	512	848	764	?a	0.613896964	1.4632829790000006
?g  <biolink:coexists_with>  ?a  ?a  <biolink:coexists_with>  ?g  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012555362	0.599056604	0.648621042	635	1060	979	?a	0.611611966	1.4758383410000007
?a  <biolink:coexists_with>  ?h  ?a  <biolink:entity_negatively_regulates_entity>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.010815407	0.597814208	0.642773208	547	915	851	?a	0.608629615	1.4866537480000006
?a  <biolink:entity_positively_regulates_entity>  ?h  ?h  <biolink:physically_interacts_with>  ?a  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.01217969	0.596321394	0.64978903	616	1033	948	?a	0.6085010839999999	1.4988334380000006
?g  <biolink:coexists_with>  ?a  ?a  <biolink:physically_interacts_with>  ?g  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012456501	0.592105263	0.641547862	630	1064	982	?a	0.604561764	1.5112899390000005
?a  <biolink:entity_negatively_regulates_entity>  ?h  ?a  <biolink:entity_positively_regulates_entity>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.010538595	0.588300221	0.638323353	533	906	835	?a	0.598838816	1.5218285340000006
?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.020385163	0.577267637	0.632515337	1031	1786	1630	?a	0.5976528	1.5422136970000007
?a  <biolink:entity_positively_regulates_entity>  ?h  ?a  <biolink:physically_interacts_with>  ?h  ?a  <biolink:prevents>  ?b   => ?a  <biolink:treats>  ?b	0.012634451	0.580909091	0.634558093	639	1100	1007	?a	0.593543542	1.5548481480000007
?i  <biolink:chemically_similar_to>  ?f  ?a  <biolink:close_match>  ?f  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.148232363	0.442196532	0.965859315	7497	16954	7762	?a	0.590428895	1.7030805110000007
?i  <biolink:close_match>  ?e  ?e  <biolink:has_input>  ?a  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.015718918	0.571942446	0.798994975	795	1390	995	?a	0.587661364	1.7187994290000006
?i  <biolink:affects_activity_of>  ?f  ?a  <biolink:entity_regulates_entity>  ?f  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.013128757	0.569468268	0.639076035	664	1166	1039	?a	0.5825970250000001	1.7319281860000006
?e  <biolink:chemically_similar_to>  ?j  ?e  <biolink:same_as>  ?a  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.021373774	0.56097561	0.755415793	1081	1927	1431	?a	0.5823493839999999	1.7533019600000006
?e  <biolink:has_input>  ?b  ?e  <biolink:manifestation_of>  ?j  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.02293578	0.532354291	0.532354291	1160	2179	2179	?a	0.5552900709999999	1.7762377400000007
?e  <biolink:has_input>  ?b  ?j  <biolink:manifestation_of>  ?e  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.022896235	0.494660402	0.494660402	1158	2341	2341	?a	0.517556637	1.7991339750000006
?i  <biolink:close_match>  ?e  ?e  <biolink:subclass_of>  ?a  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.35491142	0.152082557	0.451481463	17950	118028	39758	?a	0.506993977	2.1540453950000007
?e  <biolink:chemically_similar_to>  ?a  ?i  <biolink:close_match>  ?e  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.034700253	0.445544554	0.906508264	1755	3939	1936	?a	0.480244807	2.1887456480000007
?a  <biolink:has_metabolite>  ?f  ?f  <biolink:related_to>  ?j  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.047927871	0.417643005	0.768060837	2424	5804	3156	?a	0.465570876	2.236673519000001
?a  <biolink:causes>  ?b  ?h  <biolink:coexists_with>  ?b  ?a  <biolink:treats>  ?h   => ?a  <biolink:treats>  ?b	0.014374407	0.431710214	0.431710214	727	1684	1684	?a	0.44608462099999996	2.251047926000001
?a  <biolink:causes>  ?b  ?g  <biolink:coexists_with>  ?a  ?g  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.012159918	0.424137931	0.510797342	615	1450	1204	?a	0.436297849	2.263207844000001
?a  <biolink:causes>  ?b  ?b  <biolink:coexists_with>  ?h  ?a  <biolink:treats>  ?h   => ?a  <biolink:treats>  ?b	0.015165296	0.41325431	0.41325431	767	1856	1856	?a	0.428419606	2.278373140000001
?a  <biolink:causes>  ?b  ?a  <biolink:coexists_with>  ?h  ?h  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.012792629	0.414477899	0.4935164	647	1561	1311	?a	0.427270528	2.291165769000001
?i  <biolink:close_match>  ?e  ?e  <biolink:has_part>  ?a  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.111317621	0.305994891	0.65162037	5630	18399	8640	?a	0.41731251199999997	2.402483390000001
?e  <biolink:has_input>  ?b  ?e  <biolink:subclass_of>  ?j  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.067581462	0.344556452	0.344556452	3418	9920	9920	?a	0.412137914	2.470064852000001
?i  <biolink:has_input>  ?f  ?i  <biolink:subclass_of>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.069934356	0.317675588	0.317675588	3537	11134	11134	?a	0.38760994400000004	2.539999208000001
?e  <biolink:close_match>  ?b  ?e  <biolink:has_input>  ?j  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.069894812	0.314110538	0.314110538	3535	11254	11254	?a	0.38400535	2.609894020000001
?f  <biolink:related_to>  ?j  ?j  <biolink:treats>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.264295318	0.107188966	0.107188966	13367	124705	124705	?a	0.371484284	2.8741893380000008
?a  <biolink:causes>  ?b  ?a  <biolink:predisposes>  ?h  ?a  <biolink:treats>  ?h   => ?a  <biolink:treats>  ?b	0.010518823	0.359945873	0.359945873	532	1478	1478	?a	0.37046469600000004	2.8847081610000007
?a  <biolink:causes>  ?b  ?a  <biolink:prevents>  ?h  ?a  <biolink:treats>  ?h   => ?a  <biolink:treats>  ?b	0.013801012	0.335899904	0.335899904	698	2078	2078	?a	0.34970091600000003	2.8985091730000008
?a  <biolink:coexists_with>  ?f  ?i  <biolink:has_metabolite>  ?f  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.01378124	0.328463713	0.37015401	697	2122	1883	?a	0.342244953	2.912290413000001
?a  <biolink:affects_activity_of>  ?f  ?i  <biolink:entity_regulates_entity>  ?f  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.01289149	0.327309237	0.465049929	652	1992	1402	?a	0.340200727	2.925181903000001
?e  <biolink:chemically_similar_to>  ?a  ?i  <biolink:has_part>  ?e  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.09130813	0.237417099	0.875782287	4618	19451	5273	?a	0.328725229	3.0164900330000006
?a  <biolink:has_metabolite>  ?f  ?f  <biolink:subclass_of>  ?j  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.02596093	0.30183908	0.393467186	1313	4350	3337	?a	0.32780001	3.0424509630000007
?a  <biolink:causes>  ?b  ?a  <biolink:entity_positively_regulates_entity>  ?h  ?a  <biolink:treats>  ?h   => ?a  <biolink:treats>  ?b	0.010064062	0.317133956	0.317133956	509	1605	1605	?a	0.327198018	3.052515025000001
?i  <biolink:chemically_similar_to>  ?f  ?a  <biolink:same_as>  ?f  ?i  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.010459506	0.30971897	0.440099834	529	1708	1202	?a	0.320178476	3.062974531000001
?a  <biolink:causes>  ?b  ?g  <biolink:physically_interacts_with>  ?a  ?g  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.017201835	0.302083333	0.371318822	870	2880	2343	?a	0.319285168	3.0801763660000008
?a  <biolink:close_match>  ?f  ?f  <biolink:physically_interacts_with>  ?a  ?f  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.01591664	0.302404207	0.311171241	805	2662	2587	?a	0.31832084699999996	3.0960930060000007
?e  <biolink:has_input>  ?a  ?e  <biolink:subclass_of>  ?j  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.039663081	0.27857242	0.389514563	2006	7201	5150	?a	0.318235501	3.1357560870000007
?a  <biolink:causes>  ?b  ?a  <biolink:physically_interacts_with>  ?g  ?g  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.017023885	0.298026999	0.369369369	861	2889	2331	?a	0.31505088400000003	3.1527799720000007
?e  <biolink:chemically_similar_to>  ?a  ?e  <biolink:same_as>  ?j  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.02133423	0.291149487	0.854315123	1079	3706	1263	?a	0.312483717	3.1741142020000006
?e  <biolink:affects>  ?b  ?e  <biolink:contributes_to>  ?j  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.010835179	0.300933553	0.300933553	548	1821	1821	?a	0.311768732	3.1849493810000005
?a  <biolink:close_match>  ?f  ?a  <biolink:physically_interacts_with>  ?f  ?f  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.016549351	0.29482212	0.302493675	837	2839	2767	?a	0.311371471	3.2014987320000006
?a  <biolink:coexists_with>  ?f  ?f  <biolink:physically_interacts_with>  ?a  ?f  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.198908573	0.10943347	0.132432895	10060	91928	75963	?a	0.308342043	3.4004073050000008
?a  <biolink:coexists_with>  ?f  ?a  <biolink:physically_interacts_with>  ?f  ?f  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.204207529	0.102285782	0.122755096	10328	100972	84135	?a	0.306493311	3.604614834000001
?e  <biolink:coexists_with>  ?a  ?e  <biolink:physically_interacts_with>  ?a  ?e  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.181429927	0.110819918	0.138748601	9176	82801	66134	?a	0.292249845	3.7860447610000008
?f  <biolink:has_input>  ?j  ?b  <biolink:manifestation_of>  ?f  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.024379152	0.26619171	0.26619171	1233	4632	4632	?a	0.29057086200000004	3.8104239130000006
?e  <biolink:coexists_with>  ?a  ?a  <biolink:physically_interacts_with>  ?e  ?e  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.182141727	0.107532656	0.133563382	9212	85667	68971	?a	0.28967438300000004	3.9925656400000005
?i  <biolink:coexists_with>  ?b  ?i  <biolink:contributes_to>  ?f  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.013801012	0.274478962	0.274478962	698	2543	2543	?a	0.288279974	4.0063666520000005
?e  <biolink:affects>  ?b  ?e  <biolink:close_match>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.018309079	0.261286682	0.261286682	926	3544	3544	?a	0.279595761	4.024675731
?i  <biolink:subclass_of>  ?f  ?i  <biolink:treats>  ?b  ?a  <biolink:treats>  ?f   => ?a  <biolink:treats>  ?b	0.175992566	0.100753871	0.100753871	8901	88344	88344	?a	0.276746437	4.200668297
?e  <biolink:causes>  ?b  ?e  <biolink:close_match>  ?b  ?a  <biolink:treats>  ?e   => ?a  <biolink:treats>  ?b	0.013978962	0.259449541	0.259449541	707	2725	2725	?a	0.273428503	4.214647259
?b  <biolink:affects>  ?f  ?a  <biolink:prevents>  ?f  ?b  <biolink:subclass_of>  ?f   => ?a  <biolink:treats>  ?b	0.010459506	0.259186673	0.305427252	529	2041	1732	?a	0.269646179	4.2251067650000005
?e  <biolink:close_match>  ?a  ?e  <biolink:physically_interacts_with>  ?a  ?e  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.014710535	0.254011608	0.319176319	744	2929	2331	?a	0.268722143	4.2398173
?e  <biolink:prevents>  ?b  ?j  <biolink:related_to>  ?e  ?a  <biolink:treats>  ?j   => ?a  <biolink:treats>  ?b	0.069202784	0.194314901	0.194314901	3500	18012	18012	?a	0.263517685	4.309020084
?e  <biolink:close_match>  ?a  ?a  <biolink:physically_interacts_with>  ?e  ?e  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.01413714	0.247490481	0.293273175	715	2889	2438	?a	0.26162762100000003	4.323157224
?e  <biolink:coexists_with>  ?a  ?e  <biolink:has_metabolite>  ?j  ?j  <biolink:treats>  ?b   => ?a  <biolink:treats>  ?b	0.010657229	0.246118721	0.251399254	539	2190	2144	?a	0.25677595000000003	4.3338144530000005
