Using the default schema relations
Assuming rdf:type as type relation
Warning: Both -mins and -minhc are set but only the default pruning metric will be used
Loading files... 
  Starting robokop-biolink3-augmented.txt
  Finished robokop-biolink3-augmented.txt, still running: 0
Loaded 19034719 facts in 1 min, 27 s using 10275 MB
Using HeadCoverage as pruning metric with minimum threshold 0.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  biolink:increases_response_to  ?b  ?b  decreased_activity_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000005558	0.009661836	0.0625	2	207	32	?a
?a  biolink:decreases_response_to  ?b  ?b  decreased_activity_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.004807692	0.045454545	1	208	22	?a
?a  biolink:affects_response_to  ?b  ?b  decreased_activity_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.003921569	0.034482759	1	255	29	?a
?b  decreased_activity_or_abundance_biolink:affects  ?a  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.046875	0.176470588	3	64	17	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.002703949	0.98982706	0.98982706	973	983	983	?a
?b  activity_or_abundance_biolink:affects  ?a  ?a  activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.3	0.6	3	10	5	?a
?a  decreased_molecular_interaction_biolink:affects  ?b  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000052801	0.25	0.292307692	19	76	65	?a
?a  decreased_expression_biolink:affects  ?b  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000011116	0.285714286	0.285714286	4	14	14	?a
?a  decreased_abundance_biolink:affects  ?b  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000011116	0.285714286	0.285714286	4	14	14	?a
?a  increased_activity_or_abundance_biolink:affects  ?b  ?a  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000005558	0.090909091	0.105263158	2	22	19	?a
?a  biolink:interacts_with  ?b  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000703082	0.191232048	0.338688086	253	1323	747	?a
?a  activity_biolink:affects  ?b  ?a  decreased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000516891	1	1	186	186	186	?a
?a  activity_biolink:affects  ?b  ?a  biolink:directly_physically_interacts_with  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000063917	0.575	0.58974359	23	40	39	?a
?a  activity_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000033348	0.8	0.8	12	15	15	?a
?a  activity_biolink:affects  ?b  ?a  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  activity_biolink:affects  ?b  ?a  decreased_expression_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  increased_activity_or_abundance_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000227877	0.172631579	0.212435233	82	475	386	?a
?a  activity_biolink:affects  ?b  ?a  biolink:related_to  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000336257	1	1	121	121	121	?a
?a  biolink:interacts_with  ?b  ?a  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000069475	0.454545455	0.510204082	25	55	49	?a
?a  decreased_molecular_interaction_biolink:affects  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000052801	0.25	0.292307692	19	76	65	?a
?a  decreased_molecular_interaction_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000030569	0.458333333	0.458333333	11	24	24	?a
?a  biolink:related_to  ?b  ?a  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.1	0.1	1	10	10	?a
?b  decreased_activity_biolink:affects  ?a  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.02173913	0.2	1	46	5	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  decreased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000133391	0.484848485	0.489795918	48	99	98	?a
?a  decreased_abundance_biolink:affects  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000011116	0.285714286	0.285714286	4	14	14	?a
?a  decreased_expression_biolink:affects  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000011116	0.285714286	0.285714286	4	14	14	?a
?a  biolink:related_to  ?b  ?a  increased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.045454545	0.05	3	66	60	?a
?a  increased_activity_biolink:affects  ?b  ?a  increased_expression_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.375	0.428571429	3	8	7	?a
?a  increased_abundance_biolink:affects  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.375	0.428571429	3	8	7	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.002670602	0.989701339	0.989701339	961	971	971	?a
?a  increased_activity_biolink:affects  ?b  ?a  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000005558	0.090909091	0.105263158	2	22	19	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  decreased_expression_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.00005558	0.465116279	0.465116279	20	43	43	?a
?a  decreased_expression_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000016674	0.375	0.375	6	16	16	?a
?a  biolink:related_to  ?b  ?a  decreased_expression_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.25	0.25	3	12	12	?a
?a  biolink:interacts_with  ?b  ?a  decreased_expression_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.375	0.375	3	8	8	?a
?a  decreased_expression_biolink:affects  ?b  ?a  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.012048193	0.012048193	1	83	83	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  decreased_expression_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.00005558	0.465116279	0.465116279	20	43	43	?a
?a  decreased_abundance_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000016674	0.375	0.375	6	16	16	?a
?a  biolink:related_to  ?b  ?a  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.230769231	0.230769231	3	13	13	?a
?a  biolink:interacts_with  ?b  ?a  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.375	0.375	3	8	8	?a
?a  decreased_abundance_biolink:affects  ?b  ?a  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.012048193	0.012048193	1	83	83	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  decreased_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.333333333	1	1	3	1	?a
?a  increased_activity_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000216761	0.172566372	0.214876033	78	452	363	?a
?a  decreased_degradation_biolink:affects  ?b  ?a  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.5	0.5	1	2	2	?a
?a  downregulated_biolink:regulates  ?b  ?a  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.166666667	0.166666667	1	6	6	?a
?a  biolink:related_to  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.073170732	0.085714286	3	41	35	?a
?a  biolink:interacts_with  ?b  ?a  increased_activity_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000703082	0.191666667	0.340053763	253	1320	744	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  downregulated_biolink:regulates  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000036127	0.65	0.65	13	20	20	?a
?a  downregulated_biolink:regulates  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.333333333	0.333333333	1	3	3	?a
?a  biolink:interacts_with  ?b  ?a  upregulated_biolink:regulates  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000005558	0.666666667	0.666666667	2	3	3	?a
?a  biolink:interacts_with  ?b  ?a  increased_metabolic_processing_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  upregulated_biolink:regulates  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000072254	0.577777778	0.577777778	26	45	45	?a
?a  increased_transport_biolink:affects  ?b  ?a  upregulated_biolink:regulates  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000019453	0.583333333	0.583333333	7	12	12	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_expression_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000041685	1	1	15	15	15	?a
?a  increased_expression_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000011116	0.166666667	0.166666667	4	24	24	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000041685	1	1	15	15	15	?a
?a  increased_abundance_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000011116	0.166666667	0.166666667	4	24	24	?a
?a  biolink:affects_response_to  ?b  ?a  biolink:decreases_response_to  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000005558	0.006825939	0.068965517	2	293	29	?a
?a  biolink:decreases_response_to  ?b  ?a  biolink:directly_physically_interacts_with  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  biolink:decreases_response_to  ?b  ?b  biolink:directly_physically_interacts_with  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.006756757	0.052631579	1	148	19	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_molecular_interaction_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000033348	1	1	12	12	12	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_degradation_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000022232	1	1	8	8	8	?a
?a  biolink:affects_response_to  ?b  ?a  biolink:increases_response_to  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.009933775	0.073170732	3	302	41	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  decreased_molecular_modification_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000019453	1	1	7	7	7	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  decreased_molecular_modification_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_localization_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000011116	1	1	4	4	4	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  decreased_degradation_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	1	1	3	3	3	?a
?a  decreased_degradation_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.25	0.333333333	1	4	3	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  decreased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000005558	1	1	2	2	2	?a
?a  biolink:interacts_with  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000283456	0.320754717	0.352941176	102	318	289	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  biolink:interacts_with  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000030569	0.113402062	0.379310345	11	97	29	?a
?a  increased_metabolic_processing_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.333333333	0.333333333	1	3	3	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  decreased_localization_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  decreased_secretion_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000005558	1	1	2	2	2	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_mutation_rate_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_metabolic_processing_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  biolink:interacts_with  ?b  ?a  biolink:related_to  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000005558	0.006042296	1	2	331	2	?a
?a  biolink:affects_response_to  ?b  ?a  decreased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000016674	1	1	6	6	6	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_secretion_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	1	1	1	1	1	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  biolink:interacts_with  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000775336	0.00117721	0.341911765	279	237001	816	?a
?a  decreased_activity_or_abundance_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.003420927	0.991941982	0.991941982	1231	1241	1241	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  biolink:directly_physically_interacts_with  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000063917	0.575	0.58974359	23	40	39	?a
?a  biolink:interacts_with  ?b  ?a  decreased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.004515846	0.996932515	0.996932515	1625	1630	1630	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  decreased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.009490224	0.993310064	0.993310064	3415	3438	3438	?a
?a  biolink:directly_physically_interacts_with  ?b  ?a  biolink:related_to  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.019230769	0.428571429	3	156	7	?a
?b  biolink:enables  ?f  ?f  biolink:has_input  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000052801	0.000172433	0.012426422	19	110188	1529	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  increased_transport_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000033348	0.631578947	0.8	12	19	15	?a
?f  biolink:affects  ?a  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.000051862	0.005434783	1	19282	184	?a
?b  biolink:expressed_in  ?f  ?f  biolink:related_to  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000033348	0.00000676	0.000397338	12	1775094	30201	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  biolink:related_to  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.5	1	1	2	1	?a
?a  activity_or_abundance_biolink:affects  ?b  ?a  decreased_activity_or_abundance_biolink:affects  ?b   => ?a  decreased_activity_biolink:affects  ?b	0.000516891	0.989361702	1	186	188	186	?a
?b  biolink:genetic_association  ?f  ?a  biolink:positively_correlated_with  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000930959	0.001397913	0.002025871	335	239643	165361	?a
?a  biolink:ameliorates  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.018738676	0.002482605	0.003711036	6743	2716099	1817013	?a
?a  biolink:affects  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000514112	0.002155876	0.003244248	185	85812	57024	?a
?b  biolink:genetic_association  ?f  ?a  biolink:negatively_correlated_with  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000261224	0.002077624	0.002861927	94	45244	32845	?a
?a  biolink:biomarker_for  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000016674	0.01459854	0.315789474	6	411	19	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000861484	0.005645499	0.006478444	310	54911	47851	?a
?b  biolink:genetically_interacts_with  ?f  ?f  biolink:increases_response_to  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000844811	0.007485104	0.009112164	304	40614	33362	?a
?f  biolink:decreases_response_to  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000808684	0.00747035	0.008729564	291	38954	33335	?a
?b  biolink:expressed_in  ?f  ?f  biolink:has_part  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.000000113	0.04	1	8840731	25	?a
?a  biolink:contraindicated_for  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.009479108	0.002390767	0.002946492	3411	1426739	1157648	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_transport_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000072254	0.005823068	0.007204212	26	4465	3609	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000036127	0.008649368	0.010603589	13	1503	1226	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.00002779	0.005141388	0.006218905	10	1945	1608	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_activity_or_abundance_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000022232	0.003368421	0.006254887	8	2375	1279	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_abundance_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000019453	0.003429691	0.006386861	7	2041	1096	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000019453	0.003429691	0.006386861	7	2041	1096	?a
?b  biolink:genetically_interacts_with  ?f  ?f  transport_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000019453	0.005573248	0.007042254	7	1256	994	?a
?b  biolink:genetically_interacts_with  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000019453	0.005417957	0.007838746	7	1292	893	?a
?b  biolink:genetically_interacts_with  ?f  ?f  uptake_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000013895	0.015243902	0.018796992	5	328	266	?a
?b  biolink:genetically_interacts_with  ?f  ?f  localization_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000013895	0.009225092	0.033112583	5	542	151	?a
?b  biolink:genetically_interacts_with  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.01	0.012195122	3	300	246	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.001781473	0.002739726	3	1684	1095	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000008337	0.005181347	0.006048387	3	579	496	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_transport_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000005558	0.001162791	0.002254791	2	1720	887	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_activity_or_abundance_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.000866551	0.00212766	1	1154	470	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.002409639	0.002747253	1	415	364	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_synthesis_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.00095057	0.0025	1	1052	400	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.002923977	0.005263158	1	342	190	?a
?b  biolink:genetically_interacts_with  ?f  ?f  decreased_abundance_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.00095057	0.0025	1	1052	400	?a
?b  biolink:genetically_interacts_with  ?f  ?f  increased_molecular_interaction_biolink:affects  ?a   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.004545455	0.007874016	1	220	127	?a
?f  activity_biolink:affects  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000002779	0.013157895	0.025	1	76	40	?a
?a  biolink:correlated_with  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000719756	0.00028308	0.001506664	259	914937	171903	?a
?a  biolink:causes  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.012880582	0.001939729	0.002160241	4635	2389509	2145594	?a
?b  biolink:genetic_association  ?f  ?a  biolink:treats  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.023401807	0.002687794	0.003928059	8421	3133053	2143807	?a
?a  biolink:contributes_to  ?f  ?b  biolink:genetic_association  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.01689899	0.001948784	0.002885627	6081	3120408	2107341	?a
?a  biolink:binds  ?f  ?b  biolink:genetically_interacts_with  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.002217628	0.003957607	0.007562834	798	201637	105516	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.002984627	0.002294587	0.007035288	1074	468058	152659	?a
?f  activity_or_abundance_biolink:affects  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000391836	0.000156223	0.005819232	141	902557	24230	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:genetically_interacts_with  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000389057	0.000155128	0.005787276	140	902483	24191	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.001047676	0.004792596	0.004987234	377	78663	75593	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_activity_or_abundance_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.003507075	0.002368659	0.005879037	1262	532791	214661	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_abundance_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.001047676	0.0047915	0.004986047	377	78681	75611	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000978202	0.006315374	0.007318392	352	55737	48098	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000772557	0.006742009	0.00842067	278	41234	33014	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_abundance_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000733651	0.006843811	0.006959089	264	38575	37936	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000733651	0.006844343	0.006959639	264	38572	37933	?a
?b  biolink:genetically_interacts_with  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.001181067	0.001117063	0.003002176	425	380462	141564	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_degradation_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000494659	0.006096934	0.007985286	178	29195	22291	?a
?b  biolink:genetically_interacts_with  ?f  ?a  biolink:related_to  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000294572	0.000520082	0.010120298	106	203814	10474	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_molecular_modification_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000258445	0.019509125	0.02012116	93	4767	4622	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000188971	0.003615483	0.00511894	68	18808	13284	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_degradation_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000172297	0.00860872	0.010656583	62	7202	5818	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000141728	0.003178362	0.004196495	51	16046	12153	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_localization_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000133391	0.00864242	0.009854239	48	5554	4871	?a
?b  biolink:genetically_interacts_with  ?f  ?a  increased_molecular_modification_biolink:affects  ?f   => ?a  decreased_activity_biolink:affects  ?b	0.000130612	0.004390882	0.004936456	47	10704	9521	?a
