Using the default schema relations
Assuming rdf:type as type relation
Warning: Both -mins and -minhc are set but only the default pruning metric will be used
Loading files... 
  Starting robokop-biolink3-fixed.txt
  Finished robokop-biolink3-fixed.txt, still running: 0
Loaded 18138526 facts in 1 min, 34 s using 10124 MB
Using HeadCoverage as pruning metric with minimum threshold 0.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?f  biolink:physically_interacts_with  ?a  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000002281	0.000255918	4	1753478	15630	?a
?a  biolink:homologous_to  ?f  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000008114	0.000258967	4	492984	15446	?a
?a  biolink:related_to  ?f  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.00000458	0.000056857	1	218353	17588	?a
?a  biolink:contributes_to  ?f  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000649351	0.005076142	1	1540	197	?a
?f  biolink:interacts_with  ?a  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00043935	0.00000341	0.000347041	22	6450773	63393	?a
?a  biolink:regulates  ?f  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.00000306	0.000406614	3	980418	7378	?a
?a  biolink:has_part  ?f  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000002469	0.5	1	404972	2	?a
?b  biolink:has_adverse_event  ?f  ?f  downregulated_biolink:regulates  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000002604	0.000764526	1	383986	1308	?a
?b  biolink:has_adverse_event  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000179734	0.000008731	0.000748877	9	1030832	12018	?a
?a  biolink:interacts_with  ?f  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000519232	0.0000057	0.000074254	26	4561560	350148	?a
?a  biolink:physically_interacts_with  ?f  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000002281	0.000255918	4	1753604	15630	?a
?a  biolink:genetic_association  ?f  ?b  biolink:has_adverse_event  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000279586	0.000005206	0.000563086	14	2689091	24863	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000000367	0.000000885	1	2722261	1129762	?a
?a  biolink:contributes_to  ?f  ?b  biolink:has_adverse_event  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000000471	0.000000966	1	2121326	1034771	?a
?f  biolink:genetically_interacts_with  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000001697	0.000873362	1	589229	1145	?a
?f  biolink:coexpressed_with  ?a  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000399409	0.000003632	0.000404375	20	5506827	49459	?a
?f  biolink:regulates  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000001367	0.000218293	1	731715	4581	?a
?f  biolink:physically_interacts_with  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000002307	0.001036628	3	1300655	2894	?a
?f  biolink:interacts_with  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000001838	0.000592885	3	1632271	5060	?a
?a  biolink:genetically_interacts_with  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000005257	0.00131406	2	380462	1522	?a
?a  biolink:regulates  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000001584	0.000219684	2	1262252	9104	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.006590246	0.002721919	0.003152344	330	121238	104684	?a
?f  biolink:decreases_response_to  ?a  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.005991133	0.003004055	0.003506721	300	99865	85550	?a
?f  biolink:increases_response_to  ?a  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.004573232	0.00265726	0.003343554	229	86179	68490	?a
?a  biolink:interacts_with  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000001417	0.000135035	2	1411625	14811	?a
?b  biolink:regulates  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000339498	0.006677141	0.006830052	17	2546	2489	?a
?b  biolink:regulates  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000299557	0.001578947	0.003029691	15	9500	4951	?a
?b  biolink:regulates  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000299557	0.005742726	0.00729927	15	2612	2055	?a
?b  biolink:regulates  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.002612206	0.003251552	11	4211	3383	?a
?b  biolink:regulates  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.000774812	0.001463934	11	14197	7514	?a
?b  biolink:regulates  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000199704	0.004526935	0.005268704	10	2209	1898	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000000934	0.000038752	1	1071159	25805	?a
?b  biolink:regulates  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000179734	0.002084781	0.002454992	9	4317	3666	?a
?b  biolink:regulates  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000139793	0.000548246	0.001454697	7	12768	4812	?a
?b  biolink:regulates  ?f  ?f  decreased_synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.002981515	0.004484305	5	1677	1115	?a
?b  biolink:regulates  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.000686813	0.001541307	5	7280	3244	?a
?b  biolink:regulates  ?f  ?f  localization_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.002507837	0.002679169	4	1595	1493	?a
?b  biolink:regulates  ?f  ?f  transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.001666667	0.002930403	4	2400	1365	?a
?b  biolink:regulates  ?f  ?f  decreased_molecular_interaction_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.001332149	0.004702194	3	2252	638	?a
?b  biolink:regulates  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.001342282	0.002467105	3	2235	1216	?a
?b  biolink:regulates  ?f  ?f  increased_molecular_interaction_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.002178649	0.002699055	2	918	741	?a
?b  biolink:regulates  ?f  ?f  decreased_transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.007462687	0.010152284	2	268	197	?a
?b  biolink:regulates  ?f  ?f  secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.001336898	0.001872659	1	748	534	?a
?b  biolink:regulates  ?f  ?f  increased_transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000199704	0.001940617	0.003648304	10	5153	2741	?a
?f  activity_biolink:affects  ?a  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000493827	0.00617284	1	2025	162	?a
?b  biolink:regulates  ?f  ?f  decreased_activity_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.00228833	0.003731343	1	437	268	?a
?a  biolink:physically_interacts_with  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000002307	0.001036628	3	1300672	2894	?a
?b  biolink:regulates  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.015776651	0.003101761	0.003216691	790	254694	245594	?a
?a  biolink:coexpressed_with  ?f  ?b  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000399409	0.000003632	0.000404375	20	5506827	49459	?a
?b  biolink:regulates  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.01260135	0.000643603	0.000643603	631	980418	980418	?a
?b  biolink:regulates  ?f  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.007788473	0.002079202	0.003018716	390	187572	129194	?a
?b  biolink:regulates  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.006929744	0.00351076	0.003606581	347	98839	96213	?a
?b  biolink:regulates  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.005431961	0.003197856	0.003705874	272	85057	73397	?a
?b  biolink:regulates  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.003055478	0.001897698	0.002481832	153	80624	61648	?a
?b  biolink:regulates  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.010704158	0.000424638	0.000824749	536	1262252	649895	?a
?b  biolink:regulates  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.002316571	0.002255668	0.002717901	116	51426	42680	?a
?b  biolink:regulates  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.013559931	0.000421606	0.000805275	679	1610508	843190	?a
?b  biolink:regulates  ?f  ?a  decreased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001397931	0.002047023	0.002681273	70	34196	26107	?a
?b  biolink:regulates  ?f  ?a  decreased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001178256	0.002267138	0.002926878	59	26024	20158	?a
?a  biolink:interacts_with  ?f  ?b  biolink:physically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.006510365	0.000010594	0.002961886	326	30771634	110065	?a
?b  biolink:regulates  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000938611	0.002214892	0.002752723	47	21220	17074	?a
?a  biolink:binds  ?f  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000738906	0.000096973	0.000703556	37	381548	52590	?a
?b  biolink:regulates  ?f  ?a  increased_mutation_rate_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000599113	0.002532928	0.004018754	30	11844	7465	?a
?b  biolink:regulates  ?f  ?a  increased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00045932	0.002939673	0.003466466	23	7824	6635	?a
?b  biolink:regulates  ?f  ?a  decreased_localization_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000419379	0.002169646	0.002944889	21	9679	7131	?a
?b  biolink:regulates  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001138315	0.000143592	0.004009003	57	396959	14218	?a
?b  biolink:regulates  ?f  ?a  increased_molecular_modification_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000339498	0.002730047	0.002869683	17	6227	5924	?a
?b  biolink:regulates  ?f  ?a  decreased_molecular_modification_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000259616	0.001809325	0.002122449	13	7185	6125	?a
?a  biolink:increases_response_to  ?f  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000139793	0.007142857	0.007231405	7	980	968	?a
?a  biolink:decreases_response_to  ?f  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000139793	0.001437962	0.002190923	7	4868	3195	?a
?b  biolink:regulates  ?f  ?a  increased_splicing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.003401361	0.003401361	2	588	588	?a
?a  biolink:correlated_with  ?f  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000001171	0.000332005	1	854286	3012	?a
?b  biolink:regulates  ?f  ?a  decreased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.001564945	0.001883239	1	639	531	?a
?b  biolink:regulates  ?f  ?a  decreased_mutation_rate_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.007692308	0.007692308	1	130	130	?a
?b  biolink:regulates  ?f  ?a  decreased_uptake_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000356125	0.000591017	1	2808	1692	?a
?b  biolink:regulates  ?f  ?a  decreased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.038461538	0.038461538	1	26	26	?a
?b  biolink:regulates  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.010304749	0.000057477	0.001517312	516	8977464	340075	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:coexpressed_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.009166434	0.000789168	0.000928776	459	581625	494199	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001637576	0.00000383	0.00106164	82	21408147	77239	?a
?b  biolink:coexpressed_with  ?f  ?f  biolink:increases_response_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.007289212	0.000823405	0.001022627	365	443281	356924	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.002056956	0.000723904	0.001346194	103	142284	76512	?a
?b  biolink:coexpressed_with  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001238168	0.00080663	0.001363986	62	76863	45455	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00091864	0.000721806	0.001276324	46	63729	36041	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000838759	0.001002315	0.001187346	42	41903	35373	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000758877	0.000705284	0.000987783	38	53879	38470	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00045932	0.001676874	0.002105456	23	13716	10924	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00043935	0.00118592	0.001533849	22	18551	14343	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000419379	0.000820152	0.001716387	21	25605	12235	?a
?b  biolink:coexpressed_with  ?f  ?f  biolink:decreases_response_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.007129448	0.000792293	0.000940533	357	450591	379572	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_activity_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000379438	0.001952322	0.002687412	19	9732	7070	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000279586	0.001504083	0.001619995	14	9308	8642	?a
?f  activity_biolink:affects  ?a  ?b  biolink:coexpressed_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000239645	0.001101322	0.002083333	12	10896	5760	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.0009222	0.001512859	11	11928	7271	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000199704	0.000817595	0.001323101	10	12231	7558	?a
?b  biolink:coexpressed_with  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000159764	0.000725229	0.000954882	8	11031	8378	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_degradation_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.000700525	0.001444739	6	8565	4153	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_molecular_interaction_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.001299827	0.001510574	6	4616	3972	?a
?b  biolink:coexpressed_with  ?f  ?f  secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.001279754	0.001359804	5	3907	3677	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_localization_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.001920861	0.001920861	5	2603	2603	?a
?b  biolink:coexpressed_with  ?f  ?f  localization_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.001034661	0.001034661	4	3866	3866	?a
?b  biolink:coexpressed_with  ?f  ?f  transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000325283	0.000517799	4	12297	7725	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_molecular_interaction_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000367422	0.000430416	3	8165	6970	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.002436394	0.00001583	0.001150357	122	7706713	106054	?a
?b  biolink:coexpressed_with  ?f  ?f  uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000374532	0.001069519	2	5340	1870	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_molecular_modification_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000657895	0.000791766	2	3040	2526	?a
?b  biolink:coexpressed_with  ?f  ?f  decreased_degradation_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.001102536	0.001102536	1	907	907	?a
?b  biolink:coexpressed_with  ?f  ?f  increased_transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000359468	0.000651914	0.000894099	18	27611	20132	?a
?b  biolink:regulates  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001298079	0.000017593	0.000938587	65	3694742	69253	?a
?f  biolink:coexpressed_with  ?a  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000001262	0.00052567	3	2377963	5707	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.013200463	0.000827016	0.000856405	661	799259	771831	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.010125015	0.000707009	0.00101825	507	717105	497913	?a
?a  biolink:coexpressed_with  ?f  ?b  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000001262	0.00052567	3	2377963	5707	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.050964572	0.000463425	0.000463425	2552	5506827	5506827	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.007768503	0.000660836	0.000906521	389	588648	429113	?a
?b  biolink:coexpressed_with  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000000279	0.000075106	2	7165499	26629	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.005451931	0.00075054	0.000831379	273	363738	328370	?a
?b  biolink:coexpressed_with  ?f  ?a  decreased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00403403	0.000818666	0.00104091	202	246743	194061	?a
?b  biolink:coexpressed_with  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.006710069	0.000881191	0.000911654	336	381302	368561	?a
?a  biolink:interacts_with  ?f  ?b  biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000379438	0.000001504	0.000275004	19	12634638	69090	?a
?b  biolink:coexpressed_with  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.003315094	0.000631349	0.00084693	166	262929	196002	?a
?b  biolink:coexpressed_with  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.003674562	0.000077377	0.000190327	184	2377963	966758	?a
?b  biolink:coexpressed_with  ?f  ?a  decreased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001837281	0.000891395	0.001233029	92	103209	74613	?a
?b  biolink:coexpressed_with  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.003774414	0.000067165	0.000156275	189	2813986	1209406	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00133802	0.000637427	0.000716884	67	105110	93460	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_molecular_modification_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000998522	0.001918797	0.001918797	50	26058	26058	?a
?b  biolink:coexpressed_with  ?f  ?a  biolink:decreases_response_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000958581	0.00081573	0.001063005	48	58843	45155	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_mutation_rate_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000579143	0.000292015	0.000434086	29	99310	66807	?a
?b  biolink:coexpressed_with  ?f  ?a  biolink:increases_response_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000479291	0.001309186	0.001556824	24	18332	15416	?a
?a  biolink:binds  ?f  ?b  biolink:coexpressed_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.002376483	0.000053645	0.000505319	119	2218269	235495	?a
?a  activity_biolink:affects  ?f  ?b  biolink:coexpressed_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000419379	0.000235181	0.000747065	21	89293	28110	?a
?b  biolink:coexpressed_with  ?f  ?a  decreased_localization_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000379438	0.000406687	0.000504046	19	46719	37695	?a
?b  biolink:coexpressed_with  ?f  ?a  decreased_molecular_modification_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000259616	0.000591878	0.000843882	13	21964	15405	?a
?b  biolink:coexpressed_with  ?f  ?a  decreased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.00075254	0.00142315	6	7973	4216	?a
?b  biolink:coexpressed_with  ?f  ?a  decreased_mutation_rate_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.001097695	0.001097695	1	911	911	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000379438	0.000538015	0.000738955	19	35315	25712	?a
?b  biolink:coexpressed_with  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001837281	0.000011749	0.001349825	92	7830604	68157	?a
?a  biolink:physically_interacts_with  ?f  ?b  downregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000001266	0.000623441	2	1579994	3208	?a
?f  biolink:physically_interacts_with  ?a  ?b  downregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000001266	0.000623441	2	1579953	3208	?a
?b  biolink:coexpressed_with  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.007928266	0.000014242	0.000742217	397	27874773	534884	?a
?f  biolink:interacts_with  ?b  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.017833606	0.003152191	0.004261228	893	283295	209564	?a
?f  biolink:genetically_interacts_with  ?b  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.002895714	0.002386517	0.002990369	145	60758	48489	?a
?f  biolink:physically_interacts_with  ?b  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00223669	0.000797108	0.001068774	112	140508	104793	?a
?f  biolink:regulates  ?b  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001877222	0.001553077	0.002039311	94	60525	46094	?a
?f  biolink:directly_physically_interacts_with  ?b  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001537724	0.001397713	0.001835912	77	55090	41941	?a
?f  biolink:homologous_to  ?b  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.000649519	0.00083612	5	7698	5980	?a
?f  biolink:coexpressed_with  ?b  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.007768503	0.000660836	0.000906521	389	588648	429113	?a
?f  biolink:related_to  ?b  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.001385042	0.002583979	1	722	387	?a
?a  biolink:correlated_with  ?f  ?b  downregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000004844	0.001515152	1	206453	660	?a
?f  biolink:directly_physically_interacts_with  ?b  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.010264808	0.004517212	0.006451775	514	113787	79668	?a
?f  biolink:genetically_interacts_with  ?b  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.013859488	0.003933036	0.005778325	694	176454	120104	?a
?f  biolink:physically_interacts_with  ?b  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.007049567	0.00103439	0.001512548	353	341264	233381	?a
