Using the default schema relations
Assuming rdf:type as type relation
Warning: Both -mins and -minhc are set but only the default pruning metric will be used
Loading files... 
  Starting robokop-biolink3-fixed.txt
  Finished robokop-biolink3-fixed.txt, still running: 0
Loaded 18138526 facts in 1 min, 34 s using 10124 MB
Using HeadCoverage as pruning metric with minimum threshold 0.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  biolink:decreases_response_to  ?f  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000159764	0.004429679	0.00592154	8	1806	1351	?a
?b  biolink:genetically_interacts_with  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.022247074	0.000275939	0.007841536	1114	4037124	142064	?a
?b  biolink:actively_involved_in  ?f  ?f  biolink:has_output  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000030573	0.00061488	3	98127	4879	?a
?b  biolink:decreases_response_to  ?f  ?f  biolink:similar_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001178256	0.019439868	0.033830275	59	3035	1744	?a
?b  biolink:decreases_response_to  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.000702741	0.005415162	6	8538	1108	?a
?b  biolink:actively_involved_in  ?f  ?f  biolink:has_participant  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000579143	0.000054482	0.002967359	29	532282	9773	?a
?b  biolink:actively_involved_in  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000199704	0.000051958	0.029069767	10	192462	344	?a
?b  biolink:decreases_response_to  ?f  ?a  biolink:similar_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000698966	0.013634593	0.028997514	35	2567	1207	?a
?b  biolink:decreases_response_to  ?f  ?f  biolink:directly_physically_interacts_with  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000035878	0.000200965	1	27872	4976	?a
?b  biolink:decreases_response_to  ?f  ?a  biolink:has_part  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.00044405	0.032258065	1	2252	31	?a
?b  biolink:decreases_response_to  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.000342136	0.004110613	11	32151	2676	?a
?b  biolink:correlated_with  ?f  ?f  biolink:decreases_response_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000660502	0.000752729	4	6056	5314	?a
?b  biolink:decreases_response_to  ?f  ?f  biolink:interacts_with  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000027436	0.006410256	1	36448	156	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000181061	0.000199223	2	11046	10039	?a
?b  biolink:correlated_with  ?f  ?f  biolink:increases_response_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000174764	0.000208768	1	5722	4790	?a
?b  biolink:correlated_with  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000016661	0.001561687	3	180061	1921	?a
?b  biolink:correlated_with  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000279586	0.000849257	0.000858264	14	16485	16312	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  biolink:genetically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.008127971	0.000067251	0.010315549	407	6051945	39455	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000179734	0.00001318	0.001282234	9	682864	7019	?a
?b  biolink:correlated_with  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000239645	0.000060287	0.000308404	12	199048	38910	?a
?b  biolink:correlated_with  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.000429812	0.000438327	5	11633	11407	?a
?b  biolink:correlated_with  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.000459474	0.000495344	5	10882	10094	?a
?b  biolink:directly_physically_interacts_with  ?f  ?a  biolink:physically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000000105	0.000073575	2	19052218	27183	?a
?b  biolink:correlated_with  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000159764	0.00003875	0.000190926	8	206453	41901	?a
?a  biolink:binds  ?f  ?b  biolink:correlated_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000080959	0.000418994	3	37056	7160	?a
?b  biolink:correlated_with  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00043935	0.000201752	0.000201752	22	109045	109045	?a
?b  biolink:correlated_with  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.00185701	0.002087683	2	1077	958	?a
?b  biolink:correlated_with  ?f  ?a  increased_mutation_rate_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000465549	0.000519751	1	2148	1924	?a
?b  biolink:correlated_with  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000507357	0.000628931	1	1971	1590	?a
?b  biolink:correlated_with  ?f  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000339905	0.000459137	1	2942	2178	?a
?b  biolink:correlated_with  ?f  ?a  increased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.00265252	0.003184713	1	377	314	?a
?b  biolink:correlated_with  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000206954	0.000252207	1	4832	3965	?a
?f  biolink:similar_to  ?a  ?b  metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.00665779	0.010660981	5	751	469	?a
?f  biolink:related_to  ?a  ?b  metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.005172414	0.034482759	3	580	87	?a
?f  biolink:has_part  ?a  ?b  metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.071428571	0.142857143	2	28	14	?a
?a  biolink:similar_to  ?f  ?b  metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000139793	0.008433735	0.012867647	7	830	544	?a
?b  biolink:correlated_with  ?f  ?a  biolink:genetic_association  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000004372	0.000442038	4	914937	9049	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:homologous_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001517754	0.003069467	0.003598826	76	24760	21118	?a
?b  biolink:homologous_to  ?f  ?f  biolink:increases_response_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000858729	0.002692886	0.003370434	43	15968	12758	?a
?f  biolink:decreases_response_to  ?a  ?b  biolink:homologous_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000659025	0.002414575	0.002795189	33	13667	11806	?a
?b  biolink:homologous_to  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000319527	0.001565251	0.003058104	16	10222	5232	?a
?b  biolink:homologous_to  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000259616	0.04	0.055319149	13	325	235	?a
?b  biolink:homologous_to  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.006993007	0.009751773	11	1573	1128	?a
?b  biolink:homologous_to  ?f  ?f  secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000159764	0.061538462	0.063492063	8	130	126	?a
?b  biolink:homologous_to  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.001366587	0.002913328	4	2927	1373	?a
?b  biolink:homologous_to  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.019230769	0.020942408	4	208	191	?a
?b  biolink:homologous_to  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.002254791	0.004597701	4	1774	870	?a
?b  biolink:correlated_with  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000002862	0.000187711	3	1048045	15982	?a
?b  biolink:homologous_to  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000913242	0.001596594	3	3285	1879	?a
?b  biolink:homologous_to  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.001755926	0.002074689	2	1139	964	?a
?b  biolink:homologous_to  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.002677376	0.004424779	2	747	452	?a
?b  biolink:homologous_to  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.001658375	0.001984127	2	1206	1008	?a
?f  activity_biolink:affects  ?a  ?b  biolink:homologous_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.00149925	0.005347594	1	667	187	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:homologous_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.003854296	0.000273179	0.016032564	193	706496	12038	?a
?b  biolink:homologous_to  ?f  ?f  decreased_activity_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.002881844	0.003508772	1	347	285	?a
?b  biolink:homologous_to  ?f  ?f  increased_degradation_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.004504505	0.014084507	1	222	71	?a
?b  biolink:correlated_with  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000006086	0.000107187	4	657279	37318	?a
?b  biolink:homologous_to  ?f  ?f  increased_transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.001116071	0.001748252	1	896	572	?a
?b  biolink:homologous_to  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000018026	0.005093379	3	166430	589	?a
?b  biolink:correlated_with  ?f  ?a  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000239645	0.000009275	0.000690131	12	1293801	17388	?a
?b  biolink:homologous_to  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.005292168	0.000322527	0.009137301	265	821637	29002	?a
?a  biolink:binds  ?f  ?b  biolink:homologous_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.002476335	0.001001308	0.007538911	124	123838	16448	?a
?b  biolink:homologous_to  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001178256	0.00172444	0.001761404	59	34214	33496	?a
?b  biolink:homologous_to  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001098374	0.005157056	0.008018662	55	10665	6859	?a
?b  biolink:homologous_to  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000698966	0.001724818	0.001736283	35	20292	20158	?a
?b  biolink:homologous_to  ?f  ?a  increased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000499261	0.001909126	0.00206697	25	13095	12095	?a
?b  biolink:homologous_to  ?f  ?a  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00043935	0.00219342	0.002888276	22	10030	7617	?a
?a  activity_biolink:affects  ?f  ?b  biolink:homologous_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000379438	0.003521779	0.012010114	19	5395	1582	?a
?b  biolink:homologous_to  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.083935775	0.008525632	0.008525632	4203	492984	492984	?a
?b  biolink:homologous_to  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000279586	0.000054758	0.000289173	14	255672	48414	?a
?b  biolink:homologous_to  ?f  ?a  increased_molecular_modification_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000139793	0.006782946	0.006782946	7	1032	1032	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  biolink:homologous_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.009306227	0.000299677	0.010539171	466	1555006	44216	?a
?b  biolink:homologous_to  ?f  ?a  increased_localization_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000239645	0.005286344	0.006066734	12	2270	1978	?a
?b  biolink:homologous_to  ?f  ?a  decreased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.002047083	0.002881844	4	1954	1388	?a
?b  biolink:homologous_to  ?f  ?a  decreased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.00071048	0.000889284	2	2815	2249	?a
?b  biolink:homologous_to  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.000649519	0.00083612	5	7698	5980	?a
?b  biolink:affects  ?f  ?f  biolink:has_input  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.023529412	0.117647059	2	85	17	?a
?b  biolink:affects  ?f  ?f  biolink:has_participant  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000637755	0.058823529	1	1568	17	?a
?b  biolink:related_to  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000513611	0.001620746	1	1947	617	?a
?b  biolink:related_to  ?f  ?f  synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.00204499	0.004424779	1	489	226	?a
?b  biolink:homologous_to  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.021228582	0.000269929	0.008758703	1063	3938070	121365	?a
?b  biolink:homologous_to  ?f  ?a  downregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.000022788	0.000118654	6	263295	50567	?a
?b  biolink:homologous_to  ?f  ?a  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.01170268	0.000214384	0.020395378	586	2733413	28732	?a
?b  biolink:related_to  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000115705	0.000122016	3	25928	24587	?a
?f  biolink:coexpressed_with  ?a  ?b  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.0000001	0.000056241	4	39992804	71122	?a
?b  biolink:related_to  ?f  ?a  decreased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000087497	0.000091	1	11429	10989	?a
?b  biolink:related_to  ?f  ?a  increased_secretion_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000037414	0.000053778	1	26728	18595	?a
?b  biolink:genetically_interacts_with  ?f  ?a  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.003335064	0.000017936	0.006659754	167	9311135	25076	?a
?a  biolink:affects_response_to  ?f  ?b  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.00004262	0.001655629	1	23463	604	?a
?b  biolink:related_to  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000159764	0.000036638	0.000036638	8	218353	218353	?a
?b  abundance_biolink:affects  ?f  ?f  biolink:similar_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.003115389	0.015407407	0.028771671	156	10125	5422	?a
?b  abundance_biolink:affects  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000899888	0.01384083	4	4445	289	?a
?b  biolink:homologous_to  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.00000461	0.000607165	1	216900	1647	?a
?b  biolink:related_to  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000009573	0.000260926	4	417838	15330	?a
?b  biolink:related_to  ?f  ?a  upregulated_biolink:regulates  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000012766	0.000059091	1	78336	16923	?a
?b  abundance_biolink:affects  ?f  ?a  biolink:similar_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.002815833	0.02428104	0.035579107	141	5807	3963	?a
?b  biolink:contributes_to  ?f  ?f  biolink:increases_response_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000279586	0.102189781	0.134615385	14	137	104	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:contributes_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.072847682	0.089430894	11	151	123	?a
?f  abundance_biolink:affects  ?a  ?b  biolink:contributes_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.059405941	0.15	6	101	40	?a
?b  biolink:contributes_to  ?f  ?f  biolink:decreases_response_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.089552239	0.103448276	6	67	58	?a
?b  biolink:contributes_to  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.044444444	0.125	2	45	16	?a
?b  biolink:contributes_to  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.4	0.5	2	5	4	?a
?b  biolink:contributes_to  ?f  ?f  increased_activity_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.083333333	0.142857143	1	12	7	?a
?b  biolink:contributes_to  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.043478261	0.076923077	1	23	13	?a
?b  biolink:contributes_to  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.125	0.166666667	1	8	6	?a
?b  biolink:contributes_to  ?f  ?f  biolink:related_to  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000359468	0.000026096	0.001716574	18	689763	10486	?a
?b  abundance_biolink:affects  ?f  ?f  biolink:has_part  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.009803922	0.083333333	1	102	12	?a
?b  abundance_biolink:affects  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000369276	0.023952096	4	10832	167	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000005138	0.000136968	3	583867	21903	?a
?b  abundance_biolink:affects  ?f  ?a  biolink:has_part  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000724638	0.026315789	3	4140	114	?a
?b  biolink:contributes_to  ?f  ?a  increased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.030754483	1	1	1540	1540	1540	?a
?a  biolink:interacts_with  ?f  ?b  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000000879	0.000090334	1	1137617	11070	?a
?b  biolink:contributes_to  ?f  ?a  biolink:directly_physically_interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000419379	0.018935978	0.173553719	21	1109	121	?a
?b  biolink:contributes_to  ?f  ?a  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000499261	0.008352823	0.438596491	25	2993	57	?a
?b  biolink:contributes_to  ?f  ?a  biolink:correlated_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000219675	0.000087847	0.000909542	11	125217	12094	?a
?b  biolink:contributes_to  ?f  ?a  biolink:genetic_association  ?f   => ?a  increased_activity_biolink:affects  ?b	0.001377961	0.000022112	0.00136989	69	3120408	50369	?a
?b  biolink:contributes_to  ?f  ?a  decreased_activity_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000159764	0.001097394	0.021220159	8	7290	377	?a
?a  biolink:ameliorates  ?f  ?b  biolink:contributes_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000838759	0.000015757	0.000034541	42	2665547	1215935	?a
?b  biolink:contributes_to  ?f  ?a  increased_transport_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000159764	0.028469751	0.080808081	8	281	99	?a
?b  biolink:contributes_to  ?f  ?a  biolink:related_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000159764	0.000264971	0.421052632	8	30192	19	?a
?b  biolink:contributes_to  ?f  ?a  biolink:positively_correlated_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000099852	0.00003369	0.000054364	5	148413	91972	?a
?b  biolink:contributes_to  ?f  ?a  decreased_molecular_interaction_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.142857143	0.25	4	28	16	?a
?b  biolink:contributes_to  ?f  ?a  biolink:negatively_correlated_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.000222878	0.000333333	4	17947	12000	?a
?b  biolink:contributes_to  ?f  ?a  biolink:treats  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00135799	0.000022776	0.000046537	68	2985614	1461197	?a
?a  biolink:binds  ?f  ?b  biolink:contributes_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000139793	0.081395349	0.5	7	86	14	?a
?a  biolink:biomarker_for  ?f  ?b  biolink:contributes_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.008474576	0.033333333	1	118	30	?a
?a  activity_biolink:affects  ?f  ?b  biolink:contributes_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.2	0.5	1	5	2	?a
?f  biolink:similar_to  ?a  ?b  decreased_synthesis_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.005681818	0.007692308	1	176	130	?a
?a  biolink:similar_to  ?f  ?b  decreased_synthesis_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.038461538	0.047244094	6	156	127	?a
?f  biolink:similar_to  ?a  ?b  decreased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000119823	0.016949153	0.026666667	6	354	225	?a
?a  biolink:similar_to  ?f  ?b  decreased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.007968127	0.014814815	2	251	135	?a
?a  biolink:affects  ?f  ?b  biolink:contributes_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000059911	0.000066442	0.000092393	3	45152	32470	?a
?f  biolink:similar_to  ?a  ?b  increased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000199704	0.006277464	0.010615711	10	1593	942	?a
?a  biolink:similar_to  ?f  ?b  increased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000239645	0.01038961	0.018404908	12	1155	652	?a
?f  biolink:similar_to  ?a  ?b  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.08	0.133333333	2	25	15	?a
?b  biolink:contributes_to  ?f  ?a  increased_expression_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.0041841	0.004310345	1	239	232	?a
?a  biolink:related_to  ?f  ?b  increased_metabolic_processing_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.001131862	0.018867925	4	3534	212	?a
?f  biolink:regulates  ?a  ?b  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000008564	0.00101626	1	116772	984	?a
?a  biolink:contraindicated_for  ?f  ?b  biolink:contributes_to  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000139793	0.000006326	0.000011254	7	1106501	621978	?a
?a  biolink:directly_physically_interacts_with  ?f  ?b  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.00001997	0.000007582	0.000670691	1	131900	1491	?a
?a  biolink:similar_to  ?f  ?b  synthesis_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000079882	0.020942408	0.031496063	4	191	127	?a
?f  biolink:affects_response_to  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.025022966	0.004039916	0.004788584	1253	310155	261664	?a
?a  biolink:interacts_with  ?f  ?b  increased_degradation_biolink:affects  ?f   => ?a  increased_activity_biolink:affects  ?b	0.000039941	0.000006452	0.001515152	2	309976	1320	?a
?f  biolink:increases_response_to  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.022287015	0.004369257	0.005396153	1116	255421	206814	?a
?f  biolink:decreases_response_to  ?a  ?b  biolink:interacts_with  ?f   => ?a  increased_activity_biolink:affects  ?b	0.022087311	0.004920585	0.005893857	1106	224770	187653	?a
?b  biolink:interacts_with  ?f  ?f  increased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.003494828	0.00480492	0.008554947	175	36421	20456	?a
?b  biolink:interacts_with  ?f  ?f  increased_synthesis_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001957103	0.003755941	0.006154233	98	26092	15924	?a
?b  biolink:interacts_with  ?f  ?f  metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00181731	0.004475483	0.006845193	91	20333	13294	?a
?b  biolink:interacts_with  ?f  ?f  increased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001717458	0.002732067	0.002957969	86	31478	29074	?a
?b  biolink:interacts_with  ?f  ?f  increased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.001158286	0.003646652	0.004415347	58	15905	13136	?a
?b  biolink:interacts_with  ?f  ?f  increased_transport_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.00089867	0.003101096	0.004686524	45	14511	9602	?a
?b  biolink:interacts_with  ?f  ?f  decreased_uptake_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000818788	0.008281155	0.009141583	41	4951	4485	?a
?b  biolink:interacts_with  ?f  ?f  decreased_metabolic_processing_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000778847	0.005100039	0.005611511	39	7647	6950	?a
?b  biolink:interacts_with  ?f  ?f  decreased_secretion_biolink:affects  ?a   => ?a  increased_activity_biolink:affects  ?b	0.000579143	0.004379342	0.004884622	29	6622	5937	?a
